Name,Own_House,Country,Zip_Code,Year,Time,Longitude,Latitude
Steven Mckee,False,Serbia,46647,1975,,-122.823203,32.3543185
Crystal Bush,True,Chad,23435,1985,,-117.403203,-42.1351905
Joseph Palmer,False,Costa Rica,07639,2013,,89.670577,52.0458945
Amanda Mitchell,True,Niger,36447,2019,,-1.002289,-63.8502225
Samuel Stokes,True,Congo,33369,1993,,-14.434843,82.304458
Gregory Long,True,Iceland,04938,1983,,-6.465808,-33.1176475
Christopher Lawrence,True,Solomon Islands,61724,2012,,158.721945,-85.7392785
Monique Scott,True,Saint Barthelemy,08988,1984,,-39.222965,34.086241
Jonathan Massey,False,Niue,46436,2016,,-156.717194,-85.8118925
Jeffrey Acevedo,True,Venezuela,34220,1986,,48.559077,20.2178685
Brittany Wright,True,Madagascar,11796,2001,,-35.368737,88.110252
Victoria Roberts,False,Bouvet Island (Bouvetoya),56512,1988,,-83.576948,-12.775866
Theresa Brady,False,Nigeria,62321,1997,,-40.392800,19.9686765
Donald Franco,False,Malawi,11160,2013,,-117.670378,89.476101
Alexander Mejia,False,Togo,43158,2019,,81.424104,-24.1712595
Rachel Brady,True,Equatorial Guinea,98259,1976,,-23.903008,-10.432316
Sandra Knight,False,Congo,14431,1981,,7.020799,70.295685
Samuel Garza,False,Netherlands Antilles,82528,2001,,-82.737738,77.1876255
Christina Alvarez,False,Saint Pierre and Miquelon,61824,2010,,67.883088,-19.3031975
Gregory Boyd,False,Trinidad and Tobago,41054,2004,,127.550283,-8.7093055
Ms. Shawna Dalton DDS,False,Micronesia,97954,1986,,-26.523086,-22.269557
Wendy Roberson,False,Macao,12248,2015,,-94.203946,45.8104405
Justin Steele,False,Uganda,91419,1975,,72.473531,54.428321
Ashley Jackson,True,Lebanon,40082,1982,,-155.863484,-39.8520605
Amber Thomas,False,Tokelau,27595,1983,,-1.705234,32.560050
Justin Reynolds,True,Eritrea,34666,1990,,67.015734,-21.014550
Carl Vance,False,China,08340,1993,,90.857023,21.512915
Leonard Kelly,True,Maldives,93511,2012,,-106.091231,70.141447
Jessica Long,True,Niger,94413,1972,,-174.991537,-4.829495
Jason Hopkins,False,Lithuania,60109,1973,,72.176972,-44.833319
Lisa Moore,False,Kuwait,16854,2014,,-174.354646,-73.673586
Kevin Goodman,True,Mauritius,30088,1978,,55.915618,-60.9515415
William Hernandez,True,Sweden,58267,2019,,-79.465113,44.1035735
Andrew Gomez,True,Wallis and Futuna,51786,1982,,94.297844,-66.561529
Julie Clark,False,Nicaragua,65470,2018,,-99.733654,-4.8420975
Frank Howell,False,Uzbekistan,70926,1995,,-43.828118,37.1471175
Vicki Diaz,False,Malawi,48456,2009,,-50.502229,-40.3840515
Lacey Brown,True,Turkmenistan,18523,2000,,142.668020,-45.5600785
Anthony Phillips,True,Benin,33462,1996,,81.487356,27.0279605
Erica Martin,False,Malaysia,95339,1972,,-150.503177,19.386280
Timothy Friedman,False,American Samoa,33094,2019,,-68.687461,61.5752365
James Brooks,True,Tuvalu,03503,2013,,59.189049,49.387375
Mrs. Erin Osborne,False,Slovenia,38395,2000,,-24.635063,-74.648994
Shelly Estrada,False,Cote d'Ivoire,40300,2010,,-61.974085,14.352845
Katrina Watson,True,Saint Lucia,33153,1986,,-109.593805,-55.7387265
Courtney Golden,False,Estonia,77274,1994,,-65.696914,13.9785935
Timothy Norris,True,Honduras,69125,1971,,-20.233202,22.493938
Lisa Gonzales,False,British Indian Ocean Territory (Chagos Archipelago),44444,1971,,-73.723159,57.4260215
Sarah Duke,True,Tokelau,28138,1984,,36.978775,8.6965335
Sara Ramos,False,Maldives,13291,2007,,73.004649,66.5173565
Kaitlin James,True,Saint Kitts and Nevis,15103,1998,,62.619417,-24.796457
Joshua Hampton,False,Iceland,75907,2018,,99.332836,62.429146
Vanessa Taylor,True,Jordan,68548,1993,,163.124688,-11.8415375
Mr. Andrew Baxter,True,Mayotte,92757,1996,,-130.749819,23.6100775
Marie Graham,True,Colombia,85644,1993,,119.536386,86.0581125
Sheila Jordan,True,Tonga,04491,2018,,0.550747,-44.3783935
Howard Campbell,True,Iceland,64452,2008,,-141.582834,-30.7377955
Raymond Smith,True,Canada,71115,2015,,76.288950,1.6764685
Jessica Brown,True,Kenya,46857,2017,,115.951929,45.7309355
James Mckinney,False,New Caledonia,03671,1987,,0.304027,60.106161
Jessica Sparks,False,Ethiopia,20469,1990,,-92.878949,65.896900
Ashlee Levine,True,Lesotho,87523,2007,,143.133796,-3.1248845
Daniel Gentry,False,Comoros,89749,1986,,167.765996,49.520567
Christopher Reyes,False,Costa Rica,37185,1988,,148.582629,-6.8266085
Sheila Reyes,True,Thailand,86432,1977,,-168.364719,82.7058945
Tracy Lopez,False,Bulgaria,43385,2008,,-91.983171,55.2364625
Morgan Tate,True,Taiwan,39550,1981,,33.867595,-32.718207
Joshua Williams,True,Kuwait,32630,2001,,59.621256,-34.6914345
Laura Thompson,False,British Indian Ocean Territory (Chagos Archipelago),40773,2014,,-129.418147,-15.9764645
John Hahn,False,Mozambique,81388,2015,,-58.831860,-54.781852
Donna Landry,False,Equatorial Guinea,23877,1997,,163.026709,89.689250
Marc Morales,False,Kazakhstan,34974,2021,,108.102667,-28.717456
Louis Page,True,Brazil,59590,2012,,-84.053502,51.7739275
Jill Haley,True,Montserrat,04262,1979,,137.655471,10.586939
Morgan Soto,False,Poland,34553,1973,,84.307402,51.1324185
Margaret Matthews,True,Niue,59777,2013,,-179.845008,7.4219465
John Butler,True,Falkland Islands (Malvinas),83148,1971,,44.004483,-44.171154
Kenneth Johnson,True,Yemen,26200,2004,,-35.179184,-42.556462
Jenna Phillips,True,Dominica,08644,2002,,-16.553522,-3.167426
Kevin Bailey,True,Oman,58573,2015,,-54.843404,-9.740714
Linda Hill,True,Saint Vincent and the Grenadines,86395,1992,,78.663432,-77.050940
Dawn James,False,Papua New Guinea,05940,2003,,83.577582,77.623717
James Hernandez,False,Gabon,47772,2011,,-122.936208,-30.245510
Luis Ramirez MD,False,Lao People's Democratic Republic,43541,1983,,-37.434848,-88.448814
Michelle Johnson,False,Korea,04730,2001,,124.334123,-36.7366085
Daniel Joseph,True,Jersey,10349,1987,,-137.114147,-56.561154
April Frank,True,Ethiopia,03787,1971,,-44.105812,72.628868
Robert Farrell,False,Tunisia,94557,1976,,-129.805739,17.1363665
Mr. David Howard,True,Singapore,89610,2012,,-76.756247,83.2356875
Bruce James,False,Pitcairn Islands,45817,1998,,18.644835,82.0213815
Katherine White,True,Spain,11488,1978,,-88.405975,57.0591635
David Jones,False,Mayotte,81625,2011,,141.135065,36.437989
James Harper,True,Mexico,33070,2006,,110.953532,25.943409
Denise Costa,True,Micronesia,95657,2018,,-118.733485,-40.683176
April Hudson,True,Korea,87256,1974,,-6.610091,-26.261084
Richard Bowen,True,Montenegro,04173,1993,,-87.384960,-80.993168
Monica Bowers,False,Tuvalu,90763,1998,,-7.184225,-47.689846
Jonathan Bond,True,Papua New Guinea,73440,1989,,-45.450917,73.3899895
Maria Martinez,True,Madagascar,07275,1997,,83.229592,75.7058955
Evelyn Harvey,True,Monaco,69117,1994,,136.650525,65.1916715
Alan Young,True,Italy,98589,2019,,-84.054110,19.345667
Alexander Peters,True,Solomon Islands,58040,1996,,-158.570957,-68.964132
Kelly Reyes,True,Montenegro,16248,1973,,-162.259530,-37.1267145
Susan Davis,True,Kazakhstan,04116,2004,,-151.398233,-85.2917775
Tammy Fleming,False,Christmas Island,68753,1971,,-24.419814,-34.8957425
Lisa Bradley,True,Reunion,07277,2011,,93.789142,23.596070
Parker Reynolds,True,United States Virgin Islands,84780,1986,,-116.889461,81.228429
Jacob Simpson,True,Guinea,08249,1988,,99.682130,-58.673457
Jacob Clark,True,Brazil,55034,1971,,22.422096,-66.0216355
Louis Williamson,True,Afghanistan,70957,1977,,67.689201,-14.1339345
Teresa Pope,True,Germany,92861,2002,,138.367979,6.1197835
Michael Keith,True,Spain,86218,2001,,122.974940,19.499789
Barbara Davis,False,Mexico,97151,2015,,101.269041,-0.6102365
James Gregory,True,Faroe Islands,15598,1991,,-178.077433,75.067373
Cheryl Frank,True,Greece,03627,1979,,58.121222,-59.860238
Daniel Alexander,True,Lao People's Democratic Republic,24258,2012,,-9.098718,33.219494
Jennifer Cunningham,False,Vanuatu,79558,1974,,65.700349,-62.5328895
Ashley Stephens,False,Portugal,35326,2004,,114.727864,-71.445756
Mr. Craig York,True,Western Sahara,87853,2020,,-161.599380,-28.1261035
Alan Smith,False,Luxembourg,97614,1993,,-66.102670,67.2520245
Thomas Phillips,True,Uruguay,95708,1997,,90.325382,61.7813495
Carly Farmer,True,Australia,89295,2006,,-104.686036,14.1920295
Jessica Mcdaniel,False,Honduras,86758,2005,,20.487302,-48.0272665
Christopher Black,True,Norfolk Island,10560,1971,,159.637258,-86.711115
Steven King,False,United Kingdom,80172,1990,,-23.910473,63.5969675
Nichole Perry,False,Qatar,35765,1976,,-168.407125,-2.9125435
Tammy Thompson,False,Togo,04418,2013,,76.357426,-47.098843
Michael Scott,False,Lithuania,25847,1978,,68.500389,-43.711256
John Smith,False,Heard Island and McDonald Islands,99483,2012,,51.206018,-19.7303105
Belinda Dennis,False,Saint Helena,21483,2001,,143.733213,66.2247885
Anthony Nichols,False,Colombia,90782,1987,,-3.473446,-20.1376785
Dana Flowers,False,Anguilla,99350,2010,,154.045241,-88.4001325
Nathaniel Leonard,False,Bosnia and Herzegovina,92234,1984,,145.316475,-40.9195945
Anthony Harris,True,Mayotte,99695,1983,,27.221245,-42.8816905
Brittany Gilbert,False,Samoa,91393,2003,,23.363783,43.0973265
Adam Reynolds,False,Guam,96611,2002,,132.121610,10.2242675
Carlos Murray,True,Djibouti,69853,2019,,-88.358573,-24.0252565
Mary Spencer,False,China,30033,2008,,-100.896488,-88.6526625
John Richardson,False,United States Minor Outlying Islands,44501,1995,,104.641033,-22.3704945
Gregory Faulkner,True,Bangladesh,16687,1974,,1.865763,42.0938615
Vincent Bauer,False,Slovakia (Slovak Republic),99599,2001,,-149.731849,-59.961751
Dr. Brittney Adams,True,Lebanon,74710,2010,,3.893234,11.446731
Martin Owens,False,Iraq,39880,1977,,-111.516468,17.4004135
John Dougherty,True,Greece,12712,1983,,117.665800,-55.7136615
Justin Gonzalez,False,Zimbabwe,10469,1996,,174.654290,66.6974705
Leslie Allen,False,Macao,38451,1976,,145.878832,36.6511505
Amy Burgess,True,Monaco,34240,1989,,49.469089,68.887317
Gregory Guerrero,True,Dominica,47103,1992,,102.450278,26.592867
Darrell Stark,False,Guadeloupe,22371,1994,,-63.501575,-81.521425
Troy Sanchez,False,Slovenia,54521,2005,,52.122284,73.157511
Adam Bender,True,South Africa,39242,1971,,-121.183504,-38.152338
Cheryl Gonzales,False,Luxembourg,31431,1972,,-179.105275,-71.3412715
Shelia Smith,False,British Virgin Islands,73807,2020,,-91.085308,-20.049000
William Strickland DVM,False,Iceland,37627,2014,,-73.237384,74.1475385
Thomas Thomas,False,Slovakia (Slovak Republic),59970,1984,,-19.467769,-80.504879
Emily Shelton,False,Barbados,88083,2020,,-55.419266,-43.393103
Ryan Brown,True,South Georgia and the South Sandwich Islands,65054,1977,,16.349911,4.845312
Rachael Hughes,True,San Marino,27440,2015,,78.964766,64.490898
Leah Boyd,True,Jamaica,73042,2018,,58.287870,-26.4869155
Rebekah Farmer,False,Austria,64418,1987,,-96.789277,55.9422665
Dr. Madison Cooper,True,Turkmenistan,99838,1981,,-176.806311,-19.739407
Mark Rodriguez,False,South Africa,28682,1970,,-25.505028,21.6714605
Kelsey Spencer,False,Guatemala,59818,1974,,158.230183,-15.398042
Tom Williams,False,Swaziland,55990,1984,,-146.220201,-88.179215
Richard Young,False,Egypt,84445,1986,,11.467040,60.044310
Barbara Martinez,False,Guam,15407,2003,,110.016284,82.961606
Brandon Potter,False,Korea,02764,1979,,-120.391885,-54.657462
Michael Gomez,False,Guinea-Bissau,22412,2020,,-98.965057,43.8900445
Darryl Hamilton,True,Montserrat,97135,2006,,-37.768740,-11.419263
Sean Sullivan,True,Bermuda,47109,1991,,172.505742,-26.1388985
Ronald Smith,True,Cuba,81690,1987,,-131.026481,63.134309
Savannah Murphy,False,Pitcairn Islands,04342,2009,,76.051175,-67.833696
James Hanson,False,Vanuatu,71562,1971,,75.771099,-74.6177875
Sherry Smith,False,Namibia,81421,1983,,5.603277,-48.6549135
Austin Gonzalez,False,Korea,99270,2021,,-128.976152,-18.8114715
Vernon Coffey,True,Malta,40293,1980,,140.082836,-2.171790
Dana Kramer,False,Anguilla,30315,2021,,153.745950,-35.3921125
Emily Cooper,False,Liberia,39857,2009,,72.828966,-24.0068485
Nicole Stewart,True,Antigua and Barbuda,96010,2008,,-121.281331,-14.694539
Susan Mcbride,False,Philippines,19254,2013,,61.449718,-68.3701645
Ashley Arroyo,True,Afghanistan,20289,1982,,26.681342,-39.885965
Joshua Young,True,Oman,88995,2016,,-92.378490,57.627801
Ian Howard,True,Kazakhstan,40184,1986,,-107.200448,-72.6793035
Richard Camacho,False,Isle of Man,15033,2006,,-99.435310,-58.785592
Steven Lynn,True,Japan,76836,2021,,48.388414,53.078238
Stanley Lopez,True,Hong Kong,15873,1992,,171.370578,62.2238415
Patricia Miles,False,Jersey,58010,1991,,-32.456683,67.3874835
Gina Hardin,True,Costa Rica,12299,2018,,-177.941342,59.2247455
Antonio Johnson,True,Guyana,03674,1973,,-24.323409,76.7187015
Richard Johnston,True,Kyrgyz Republic,60734,2006,,106.138340,10.794628
Tammy Lucas,False,Kenya,97092,1993,,131.886679,37.7802705
Melissa Turner,True,Burkina Faso,48598,2010,,-29.171487,-58.4695315
Leah Lewis,False,Lithuania,32062,2000,,12.538478,-48.4708685
Cameron Perry,False,Hong Kong,64238,1978,,101.212184,-68.7052055
William Ortiz,True,Tajikistan,44160,2018,,146.613932,-41.0312915
James Garcia,False,Lebanon,14342,1977,,-12.657319,-12.666887
Andrea Anderson,False,Bouvet Island (Bouvetoya),37519,2015,,154.376736,-27.255644
Lindsey Harris,False,France,26169,1975,,-145.508836,46.0133325
Whitney Stanton,False,Sweden,24988,2005,,171.449329,28.8246885
Michael Taylor IV,False,Saint Kitts and Nevis,19479,1975,,154.232545,60.980494
Nicholas Acosta,False,Moldova,02757,2017,,-165.241515,-63.7681805
Kelly Burke,False,Dominican Republic,42437,1993,,-82.434685,74.062423
Theodore Hendricks,False,Benin,63933,2010,,-104.159050,19.558774
Meghan Phillips,False,Italy,21220,2003,,-51.791837,-10.6458275
Heather Nelson,False,Oman,08503,1979,,147.670618,12.4087665
Justin Hicks,False,Bahrain,33360,1974,,3.748211,36.395963
Michelle Clayton,False,Seychelles,85149,1996,,-97.890697,-21.520388
Jasmine Smith,True,Belarus,82246,2008,,89.276105,50.0946125
William Baker,True,Turks and Caicos Islands,95921,2014,,48.552178,-30.105671
Joshua Anderson,True,Fiji,60040,2020,,27.724872,44.963852
Andrew Jackson,False,Tunisia,67490,1996,,-153.339221,52.8208695
Dylan Bell,False,Latvia,87832,2007,,0.050721,-36.316121
Lisa Navarro,False,Swaziland,93467,1978,,0.754069,1.5185305
Kenneth Guzman,True,Haiti,30640,2011,,-2.400341,-20.071748
Daniel Moore,True,Taiwan,90521,2005,,-178.866126,75.2640245
Brenda Mack,False,Paraguay,37749,2004,,-31.636131,22.921617
Gloria Sanchez,True,Maldives,69689,1986,,33.212540,74.163845
Jose Scott,True,Cuba,36484,1992,,-101.565832,60.749287
John Arnold,True,United Kingdom,33657,1996,,-73.801214,-45.7088665
Anthony Murphy,True,Gambia,39097,1994,,4.377368,-22.993958
Michael Ryan,True,French Polynesia,68900,2019,,-2.770314,-89.7817575
Laura Baker,False,Egypt,60674,2020,,-92.160555,30.2800245
Elizabeth Garcia,False,Northern Mariana Islands,52078,2012,,109.855697,-80.989713
Troy Wiley,False,Nicaragua,88133,1987,,1.380959,-15.805029
Lindsay Williams,False,Mauritius,59114,1971,,-27.264481,78.3371035
Carolyn Ross,False,Sweden,21675,2009,,10.293196,35.2406135
Jason Johnson,False,Brazil,05107,1970,,133.407242,40.5251325
Joseph Walsh,False,Antigua and Barbuda,73611,1985,,-66.309869,30.6426895
Darryl Carter,False,Slovakia (Slovak Republic),31256,2005,,36.229015,-39.7208305
Brittany Bailey,True,China,32033,2005,,-114.209162,16.553212
Kelly Roberts,False,Angola,71013,2015,,122.917977,-26.588971
Mike Strickland,True,Tonga,35571,1977,,91.712696,6.410741
Kim Robinson,True,Spain,31065,2011,,-90.990487,-17.176276
Michelle Ortega,True,Isle of Man,29759,1984,,169.997621,-68.928202
Sabrina Lucas,False,Saint Vincent and the Grenadines,98797,1971,,44.329797,-42.232342
Jasmine Villanueva,False,Reunion,62133,1975,,-63.674194,31.375597
Daniel Rose,False,South Georgia and the South Sandwich Islands,37962,1994,,60.576848,-38.233405
Kelsey Hunter,True,Cayman Islands,75499,1982,,141.957934,-59.5910665
Richard Smith,True,Isle of Man,11698,2005,,14.221007,7.0314205
Adam Brown,True,Philippines,15272,1988,,-83.761354,-76.654634
Jeffrey Burch,True,Latvia,12298,2006,,40.180761,-26.6997405
Thomas Stewart,True,Portugal,39404,1991,,-86.414000,0.760274
George Gilbert,False,Saint Pierre and Miquelon,65047,2001,,-123.836801,-59.105627
Francisco Hess,False,Wallis and Futuna,15267,2008,,104.473988,-39.593016
Vanessa Watts,False,Micronesia,93315,1997,,164.772615,-77.4550935
Richard Mccall,True,Bahrain,73388,1998,,-143.449857,-49.742431
Kristin Miller,True,Monaco,88280,1985,,147.156587,46.314086
Corey Torres,False,Mozambique,99945,1987,,44.824208,35.423578
Brooke Reynolds,True,French Guiana,65193,1987,,105.858079,13.5540365
Michelle Thomas,True,Oman,99193,2021,,74.321539,-33.617666
Michael Gutierrez,True,Saint Martin,40629,2020,,-82.271067,25.9756415
David Hughes,False,Slovakia (Slovak Republic),50777,1970,,172.349211,60.950227
Peter Young,True,United States Minor Outlying Islands,63391,2003,,39.612454,56.220424
Jessica Burch,True,Guinea,76850,1972,,162.116769,-28.0996025
Teresa Jones,True,Oman,82306,1980,,70.713428,-49.3282615
Robert Ortiz,True,Sierra Leone,37248,1983,,134.359103,84.203789
Charles Diaz,True,Bosnia and Herzegovina,15975,2018,,52.437641,-78.6275635
Philip Johnston,False,South Africa,25773,1999,,37.701354,-25.7518015
Brittney Bolton,True,Botswana,34887,2007,,21.517503,-74.1873305
Jennifer Braun,False,Cote d'Ivoire,60823,1971,,29.591228,77.534703
Candice Fleming,True,Turks and Caicos Islands,07488,1974,,-151.895670,-35.7479275
Amanda Flores,False,New Zealand,10960,1972,,-32.975965,-49.1642925
Angela Jones,True,Iceland,48774,1986,,-35.419373,-35.643858
Stephanie Chapman,True,Azerbaijan,18259,2004,,109.714621,45.821358
Emily Mullen,True,Bermuda,98469,2009,,-74.207315,-37.875243
Stephanie Abbott,False,Greenland,51255,1970,,-142.740286,50.793057
Rose Harris,False,India,21554,1972,,157.349308,89.0676175
Michael Thompson,True,Cameroon,84409,2008,,101.360726,-9.829938
Elizabeth Tran,True,Switzerland,28248,1993,,-117.472054,-0.264636
John Hicks,False,Iraq,79394,1990,,151.919241,-85.8076665
Cynthia Pope,False,Greece,12521,1986,,88.951006,-42.2388665
Michelle Brooks,True,Cook Islands,10606,1974,,-169.566169,55.7944435
Anita Coleman,False,San Marino,70942,2018,,179.433631,-80.2780345
Gerald Rhodes,True,American Samoa,16074,1976,,14.060693,-1.2809135
Matthew Davis,False,Central African Republic,45050,1973,,130.897700,15.951861
Mason Jones,True,Sri Lanka,38922,1975,,112.321912,25.1586515
Shannon Smith,False,Saint Pierre and Miquelon,92721,2009,,-167.021991,31.5370985
Maxwell Armstrong,False,Serbia,22225,2007,,-61.011718,-50.125643
Maria Blake,False,Maldives,94033,2007,,-14.017258,57.089976
Calvin Smith,True,Cook Islands,23878,1979,,-88.932038,5.951278
Rhonda Moore,False,Canada,52835,2003,,-112.751739,68.0580355
Scott Schultz,False,Congo,16430,1989,,139.862712,39.753114
Richard Zhang,True,Myanmar,16186,1998,,-55.104652,-78.9757895
Scott Lane,True,Wallis and Futuna,13425,1983,,-130.679154,-41.9643705
Shirley Vasquez,False,Montenegro,94288,1972,,9.217985,28.5737655
Robert Mejia,True,Madagascar,88876,1977,,-128.280872,82.0483095
Mark Hicks,False,Holy See (Vatican City State),00770,2016,,-135.493111,-44.5396665
Tammy Delgado,False,Peru,66985,1975,,-104.805653,-65.638677
Stacy Hartman,True,Bosnia and Herzegovina,32531,1978,,-148.952566,-25.567866
Christopher Clark,False,New Caledonia,74367,1983,,-15.741377,-11.243884
Vanessa Coleman,False,Iceland,16561,1994,,-105.966809,-69.1328245
Robert Alvarez,True,United States Virgin Islands,27688,1987,,132.539283,39.154199
Scott Coleman,False,Dominica,05338,1979,,29.456620,-27.286271
Miss Mary Knight,False,New Zealand,42073,1993,,-93.855525,42.3203425
Daniel Robinson III,False,Equatorial Guinea,35418,1991,,-58.977732,-35.233896
Adam Kane,False,Colombia,38666,1982,,-37.033872,-0.021897
Joseph Huerta,True,Saint Barthelemy,21678,1994,,69.853990,-14.880114
Richard Brennan,False,Togo,08133,2005,,22.937637,44.904343
Luis Miller,True,Malawi,86456,1988,,-153.748783,60.8613455
Richard Robinson,False,Montenegro,48936,1981,,15.319858,43.8892285
John Smith,True,Trinidad and Tobago,64131,1971,,-48.255566,-38.0748235
Thomas Walton,True,Jordan,50157,1984,,-149.681713,4.5652195
Sydney Weaver,True,Eritrea,89958,1974,,-92.353108,-51.822874
Rachel Adams,True,Chad,16612,2010,,-177.198952,-60.617256
Sydney Martinez,False,Georgia,38441,1984,,127.031429,57.2767225
David Mcdaniel,False,Poland,54349,2006,,-56.892824,-52.5490525
Jonathan Krueger,True,Colombia,97578,1986,,-14.876193,68.757870
Cynthia Hall,True,Papua New Guinea,63592,1981,,32.768413,43.5077015
Crystal Lopez,True,Guernsey,71429,1983,,-177.791432,-50.8335115
Michael Douglas,False,Pakistan,13056,1990,,131.118691,-39.338803
Carrie Wang,True,Bahamas,79465,2004,,168.983159,72.8643245
Drew Sandoval,False,Saint Kitts and Nevis,04999,1979,,-152.159166,16.296413
Jessica Krueger,True,New Zealand,79191,1985,,123.201209,-32.890726
Mary Lewis,True,Bahamas,73920,1997,,-46.320550,21.1475485
Jaclyn Wiggins,False,Kiribati,98918,1986,,63.233037,52.3579635
Tammy Middleton,True,Guinea,31115,1999,,164.005696,49.384400
Kenneth Johnson,True,Belgium,06460,1984,,34.994523,-29.0943325
Keith Harvey,True,Yemen,59627,2004,,-33.653797,82.1611215
Michelle Vasquez,False,Malta,59263,1978,,98.259530,11.5630625
Jonathan Barber,False,Afghanistan,60488,2005,,64.108307,54.428318
Lauren Nichols,True,Heard Island and McDonald Islands,51197,1978,,19.124005,77.1054165
Rebecca Mcintyre,False,Canada,49215,1991,,7.169037,-38.030465
Raymond Stevenson,True,Isle of Man,66626,1978,,53.401149,-69.5445095
Michael Hutchinson,True,Mexico,13757,1998,,-170.992294,-8.401281
Matthew Henson,True,Mongolia,34121,1987,,64.131795,-73.153613
Amanda Larson,True,Niger,70112,1971,,79.008311,-37.850491
Kyle Tran,True,Saint Martin,69742,1997,,146.319583,-17.681744
Laura Owens,False,Saint Helena,01918,1971,,-145.586142,54.226736
Rachel Pacheco,True,Northern Mariana Islands,73134,2009,,62.786438,59.679112
Scott Fletcher,False,Tanzania,17879,2021,,77.082685,78.934869
Scott Scott,False,Trinidad and Tobago,76736,2003,,93.153747,77.9025885
Joan Williams,True,Wallis and Futuna,25649,2020,,-142.124527,14.8298015
Paula Wells,True,Saint Pierre and Miquelon,56741,1975,,105.942826,-24.6600825
Gina Blair,False,Uganda,85305,2012,,153.572499,79.3514845
Zachary Robinson,False,British Indian Ocean Territory (Chagos Archipelago),78809,2015,,-71.627305,-55.0643795
Kylie Powell,False,Croatia,43248,1978,,-107.836086,7.142647
Michael Carlson,True,Madagascar,23128,2001,,-150.349621,-1.875620
Dr. Jason Ruiz DDS,False,Colombia,09924,2009,,-176.653345,18.8968215
Alexander Sanchez,False,Niue,38069,1995,,176.989778,58.2128205
Kimberly Townsend,False,Ghana,14185,1986,,-175.709955,19.329083
Kyle Evans,True,Finland,57808,1979,,-165.521017,-5.966784
Wayne Walker,False,Isle of Man,73525,1972,,-169.145303,-57.1476395
Kevin Miller,False,Egypt,03295,2001,,-54.060042,-7.879702
Antonio Wright,False,Malaysia,47456,2006,,0.745697,68.277672
Stephen Hernandez,False,Latvia,07213,2008,,127.465169,-36.744239
Whitney Lee,True,Cameroon,44049,2020,,165.349219,22.2635015
Courtney Reed,True,Bahamas,07700,1978,,33.186121,-13.1607845
Kevin Lawrence,False,Reunion,66633,1986,,-108.959596,17.733908
Ricky Cook,True,Romania,84676,2014,,32.937754,-22.773234
Tammy Green,False,French Guiana,81389,1978,,5.577537,69.5582815
Adrienne Martinez,False,Belarus,31414,2002,,151.998003,-29.009910
Amanda Hernandez,False,Saint Lucia,91404,2016,,-14.472566,13.604263
Jay Reid,True,French Guiana,72764,1987,,142.709990,-40.7519545
George Oneal,True,Macedonia,01584,2008,,-49.524541,-1.732749
Sarah Oneill,False,Kiribati,88488,2013,,39.091009,-9.8379255
Laura King,True,Vietnam,71879,1998,,97.278158,-49.049176
Craig Mcpherson,True,Seychelles,36424,2012,,-22.090595,3.4066875
Charles Phillips,True,Antarctica (the territory South of 60 deg S),46887,1982,,-99.962721,55.6637335
Tami Byrd,False,Turkmenistan,57773,1996,,-1.041418,-63.0016225
Samantha Flores,False,Kazakhstan,79204,1999,,-65.783557,41.903351
