Name,Own_House,Country,Zip_Code,Year,Time,Longitude,Latitude
Kenneth Jackson,True,Djibouti,04748,2004,,-76.298901,-27.2217865
Christine Snyder,True,Belarus,73212,1984,,-38.856138,-35.3950605
Misty Miller,True,Mongolia,45171,2018,,29.404963,46.9878695
Lisa Fitzpatrick,True,Serbia,89246,2015,,64.546534,-33.4242655
Matthew Watson,False,United States Virgin Islands,06862,2005,,-97.886034,50.115485
Christopher Johnson,True,French Polynesia,73637,1976,,174.876403,19.655144
Maria Joseph,False,Sierra Leone,47116,2011,,176.655490,-72.3723635
David Miller,True,Turks and Caicos Islands,86455,2012,,77.583301,-8.458280
Anthony Phelps,False,South Africa,34700,2018,,-13.221913,-62.5669405
Mario Delgado,True,Ecuador,45732,1986,,-155.804073,-47.9698765
Wendy Garcia,False,Qatar,25161,1993,,-56.286468,26.115685
Janet Mitchell,False,Panama,76535,2018,,-36.871937,-3.840902
Charlotte Peterson,False,Palau,73467,1983,,14.194488,-42.4298575
Ethan Stanton,False,Thailand,99461,1970,,-37.732351,52.9242735
Jessica Rowland,False,Congo,01365,2008,,80.001530,-18.1957175
Jessica Parker,True,Lithuania,38625,2021,,-138.062888,73.8503065
Sarah Shelton,False,Ghana,26983,1979,,-106.242430,26.309541
Frederick Estrada,False,Reunion,26600,2001,,-125.859759,-67.5457425
Katherine Dickson,True,Tanzania,29454,1976,,150.478012,67.6057715
James Myers,False,Togo,93093,2017,,113.333606,-60.356505
Denise Garcia,True,Egypt,79042,1975,,43.281575,-3.9525095
Christopher Davidson,False,Pitcairn Islands,13746,1984,,147.498540,55.7638575
Steve Fuentes,True,Malta,17069,1972,,-154.010177,32.992441
Melissa Hill,True,Reunion,36613,2018,,20.032132,48.916981
Breanna Robinson,True,Estonia,26978,2008,,106.508635,-84.053550
Juan Wagner,False,Algeria,74768,2007,,-113.048143,-50.676049
Terry Peterson,False,Mayotte,72534,1986,,170.828138,-76.207110
Maxwell Dawson II,True,British Virgin Islands,50684,2016,,115.852952,51.6136195
Jorge Sherman,False,Kenya,96964,1987,,-92.593349,13.534353
Austin Schaefer,False,American Samoa,69014,1998,,-2.843672,-31.987208
Mary Armstrong,True,Lesotho,64161,1999,,-159.197955,87.169511
Sharon Stevens,True,Congo,62948,1987,,122.997427,75.7294765
Shannon Jordan,True,Vanuatu,97273,1998,,104.439235,-31.4664135
Joanna Strong,True,Bahamas,59622,1998,,-8.643288,75.114387
James Sexton,True,Micronesia,10777,1972,,-20.518926,-11.9771955
Shannon Williams,True,Argentina,35003,2006,,-108.501198,-3.5933575
Stacy Lopez,True,Panama,52198,2005,,-35.474537,-19.503832
Stephanie Harris,False,Christmas Island,47126,2009,,-2.355884,54.235895
April Hicks,False,Greece,14593,1987,,38.404138,-17.363370
Ethan Brown,True,Kiribati,39926,2017,,-99.052038,-53.704914
John Robinson,False,Madagascar,05510,2001,,31.469796,65.2112025
Richard Hicks,False,Senegal,65923,1970,,13.868841,-12.980672
Willie Blackburn,False,Kuwait,62298,1975,,-53.242010,-62.9664815
Breanna Baird MD,False,Estonia,20948,2002,,-15.510241,47.1603955
Shawn Barnes,False,China,37612,2012,,-18.113590,-79.2710155
Clarence Gonzalez,False,Northern Mariana Islands,24518,1983,,-104.718094,-50.125986
Anthony Davis,False,Vanuatu,52420,2009,,13.979284,-32.5836455
Desiree Collins,True,Oman,65947,2020,,-164.779543,17.6180135
Jason Watts MD,True,Hong Kong,74170,1974,,-20.201743,70.153392
Shane Hayes,True,Saint Helena,87022,2005,,98.374212,-0.942214
Ashley Jacobs,True,Papua New Guinea,39400,1985,,-141.129561,20.4645745
Brittney Bond,True,China,49022,1999,,137.476300,-22.0096975
Melissa Juarez,True,Paraguay,69652,1983,,-91.372342,65.270351
Jennifer Miller,True,Yemen,51075,1993,,-12.973312,-20.7207085
Kimberly Lane,True,Madagascar,54106,2018,,95.700140,-86.402758
Mary Stewart,False,Taiwan,80366,1975,,-173.181575,-11.4706885
Brian Chan,False,Kazakhstan,04987,1974,,61.565479,41.715269
Taylor Burke,False,Mali,79769,1970,,27.926533,-69.2372325
Erin Gomez,True,Czech Republic,19546,1991,,-64.482297,-74.253549
Sharon Walker,True,Iran,46701,2013,,169.053187,-64.8781985
Patricia Pham,False,Egypt,09940,1999,,-119.956067,19.1243655
Christopher Cox,True,Benin,92519,1988,,-96.672650,18.230386
Mary Hill,True,Samoa,02396,1997,,-9.552645,38.3241755
John Baker,False,American Samoa,62626,2021,,-2.146411,16.0892515
Michael Reyes,True,United States of America,02551,1991,,-87.775727,39.005974
Crystal Case,False,Namibia,75154,2016,,-95.713203,-4.7945005
Michael Webb,True,Paraguay,45469,1987,,-44.437890,-15.9956595
Brandon Ramirez,False,Solomon Islands,30060,2017,,30.956138,2.958809
Jonathan Wade,True,Tuvalu,74596,2020,,-29.218908,53.1405715
Cindy Harris,False,Heard Island and McDonald Islands,36664,2005,,-143.075840,-36.562037
William Carr,True,Lebanon,86209,1983,,35.609327,-59.609364
Julie Chang,False,Iceland,64093,1976,,116.972293,-4.915824
Angela Davis,True,Korea,14068,1989,,-7.646951,20.325358
Kathy Patterson,True,Cyprus,45066,1974,,-81.100557,31.705873
Michelle Dunn,False,Antigua and Barbuda,75104,1986,,-62.674553,-19.721967
Andrea Hall,False,Paraguay,71156,2008,,91.467756,-12.4998195
Timothy Smith,True,Falkland Islands (Malvinas),45584,1977,,152.166956,-51.3450415
Dr. Sandra Schroeder DDS,True,Madagascar,15058,1975,,-61.971673,-34.116834
Kenneth Carter,False,Botswana,71884,1986,,-49.609155,25.661607
Jon Wilkinson,False,United Arab Emirates,50731,2007,,-28.989896,64.5108995
Russell Graham,True,Sao Tome and Principe,33001,1993,,-96.588920,72.759973
Andrew Hess,True,Ukraine,24373,1984,,-150.248287,29.2598445
Terry Gonzales,True,Serbia,59611,1980,,-154.309744,-41.096849
Kelly Brown,False,Morocco,13697,2019,,135.369479,-19.7289565
Lisa Clark,True,Italy,66123,2003,,-25.191651,-58.465830
Kathy Thomas,False,Kuwait,59851,2001,,-178.048615,12.889284
Amber Aguirre,True,Dominican Republic,61693,1983,,-33.513299,28.109304
Andrew Davis,True,Seychelles,81365,1996,,-82.525809,-59.256598
Zachary Scott,True,Monaco,30058,1970,,69.842994,-89.591977
Carolyn Diaz,False,Ecuador,15871,2018,,-27.982599,33.053511
Monica Case,False,Panama,98341,1988,,-104.699943,89.179596
Hunter Coleman,False,El Salvador,46479,2008,,-89.894070,51.3285685
Bryan Fox,False,Chad,44342,2006,,171.642723,41.831740
Robert Ferguson,False,Indonesia,38859,1986,,-72.944568,17.901973
Lindsay Harrison,False,Gambia,46307,2001,,-97.724407,-70.4024025
Tyler Benson,True,Czech Republic,49858,2019,,-83.940404,6.7450435
Mrs. Elizabeth Brown,False,Martinique,37795,1973,,106.169280,87.871192
Karen Thomas,True,Haiti,98708,2014,,52.308030,23.627775
Laurie Frye,False,British Virgin Islands,36077,2006,,-45.081330,-39.0736655
Lawrence Jimenez,False,Bahrain,39130,1993,,-134.317135,-62.5691835
Amanda Smith,True,Central African Republic,47327,2001,,155.547971,-43.431105
Larry Hart,False,Luxembourg,82989,1970,,87.015150,78.044541
Billy Poole,True,Rwanda,95591,2014,,-137.314279,-14.9665525
Chelsey Brewer,True,Guinea,76167,1980,,-175.777617,-48.8423085
Justin Lewis,False,British Virgin Islands,75351,1981,,111.385244,62.728956
Peter Waters,False,Mozambique,25327,1970,,-6.681382,-89.1903015
Dennis Hogan,False,Nepal,24655,2014,,64.226445,-19.572213
Curtis Holt,False,Algeria,90710,1982,,-16.069246,-75.719183
Denise Rodriguez,False,Turkmenistan,67144,1990,,-4.297979,-9.1025025
Kimberly Butler,False,British Indian Ocean Territory (Chagos Archipelago),01279,2005,,7.571204,23.9977125
Cheyenne Vance,True,Cocos (Keeling) Islands,59273,2008,,22.986234,-86.7192025
Christopher Sharp,False,Ireland,76360,1982,,84.224857,12.383613
Nicholas Lane,False,Singapore,55930,1990,,153.442625,55.034786
Mary Rangel,True,New Zealand,07793,1985,,-44.708830,51.0869485
Susan Frost,True,Belize,46559,1986,,54.940096,-35.521256
Sydney Martin,True,Guatemala,16723,2007,,-20.785019,14.8018915
Yvette Graham,False,Gabon,84968,1989,,-102.149243,-86.642697
Bryan Waller,False,Netherlands,42335,1999,,124.155824,-27.2831825
Valerie Martin,True,Slovakia (Slovak Republic),12670,2012,,-30.761245,-77.2469215
Pamela Weber,False,Mauritius,12922,1985,,-118.592131,26.8331025
James Rodriguez,False,Venezuela,80438,1989,,-28.573054,29.7705605
Justin Anderson,False,Cuba,04243,1999,,-14.057948,-3.9243455
Sara Wright,True,Mauritius,90191,1976,,-152.597868,54.538628
Casey Lynch,True,Marshall Islands,58221,2008,,-96.296363,51.3706045
Amanda Adams,True,Tokelau,02377,2001,,-71.965905,-52.2395095
Terri Whitney,True,Kenya,89072,2011,,-104.545364,-64.1911255
Rebecca Martin,False,Burkina Faso,96558,1988,,-17.717584,10.679220
Jason Coleman,True,Guatemala,63717,1980,,79.396878,22.827325
Bailey Jordan,False,Cambodia,52748,1982,,-162.520079,-74.217889
Devin Davis,True,China,23119,1988,,114.458738,76.9394455
Ricky Taylor,False,Solomon Islands,57857,1989,,-154.006279,12.393265
Rose Walsh,False,Vanuatu,56782,2014,,-28.160500,7.357308
Jean Lopez,False,Pitcairn Islands,45871,2018,,-35.636093,40.6622015
Bradley Lloyd,True,Bangladesh,56980,2015,,179.219487,53.0770235
Valerie Stewart,False,Marshall Islands,79535,2007,,114.037090,-60.119745
Andre Ross DDS,True,Saint Vincent and the Grenadines,06486,2013,,-122.845905,66.478237
Samantha Abbott,False,Cameroon,47015,1983,,15.362922,26.740371
James Perez,True,Mali,63086,1991,,139.856420,-28.6264245
Matthew Woods,False,Venezuela,50153,2011,,124.638291,-55.391229
Priscilla Copeland,False,Congo,19409,1975,,-48.956673,26.0099275
Diane Mitchell,True,Venezuela,82916,1981,,149.608494,69.3359265
Robert Martinez,False,Falkland Islands (Malvinas),40514,2006,,-117.854347,11.027228
John Matthews,True,Chad,36381,1991,,-135.187115,-1.802769
Micheal Lee,True,China,39221,1988,,-116.490739,-81.8153245
Catherine Hernandez,True,Iran,55116,1984,,140.026384,40.032901
Jamie Jackson,False,American Samoa,74208,1978,,25.136128,67.1001015
Ryan Gibson,False,Vietnam,90981,1973,,75.570560,-86.508444
Sarah Ochoa,True,Switzerland,30728,1972,,177.629470,-42.5959245
Dr. Amy Patterson,False,Congo,89925,1991,,-77.156734,-65.680111
Michael Waller,True,Lesotho,00958,1976,,-37.301958,87.985143
Steven Cowan,True,Myanmar,39793,1990,,-0.338695,-8.6915045
Lauren Taylor,False,Latvia,22298,2000,,74.327932,30.2109575
Matthew Jones,False,Guatemala,88526,1971,,-138.243736,19.5564545
Betty Hicks MD,False,Afghanistan,55714,1992,,6.114000,-14.7017225
John English,True,Eritrea,57727,2011,,96.942078,-21.1831645
Maurice Ramsey,False,Kiribati,79797,1991,,84.402712,-16.0328535
Courtney Brown,False,Wallis and Futuna,26863,1979,,-47.909329,-80.753182
Mrs. Felicia Moran,True,Uzbekistan,96032,2005,,132.093141,67.4066355
Carlos Diaz,True,Saudi Arabia,09848,1995,,51.334555,29.778340
Cindy Brown,True,Jordan,85301,1975,,-151.264057,80.8653755
Mark Torres,True,Sweden,58484,2013,,-24.182827,-46.367917
Kyle Peters,True,Bermuda,68630,1972,,-148.098331,76.3216415
Scott Lee,True,Libyan Arab Jamahiriya,33257,1994,,-16.438419,36.7782795
Leslie Skinner,False,Korea,03308,1998,,86.198640,6.688324
Brandon Gamble,False,Liberia,60948,1998,,-23.276694,-72.870286
Elizabeth Mccoy,True,San Marino,99876,1973,,-104.892110,33.0201405
Katherine Cervantes,True,Bhutan,51146,1994,,-155.057484,-54.7612645
Heather Stephens,True,Suriname,29614,2020,,30.047887,-6.020137
Walter Rhodes,False,Togo,48086,1971,,100.692835,89.0200655
Nicholas Kline,False,Malta,75274,1972,,139.166769,19.762446
Luke Lawson,False,Qatar,33406,2005,,142.964185,31.124812
Jill Hopkins,True,Cote d'Ivoire,67043,1979,,-40.254759,19.9528435
Mary House,False,Svalbard & Jan Mayen Islands,16791,1999,,85.969926,60.455405
Melissa Wood,True,Northern Mariana Islands,97144,2007,,-111.670587,-32.9234685
Gregory Williams,False,Isle of Man,72074,2014,,103.550855,-86.251146
Gregory Avila,True,Ukraine,68037,1997,,-81.077728,-64.7515385
Michael Lewis,True,Lithuania,83003,2009,,-138.735932,42.4961535
Jacob Williams,True,Suriname,53109,1997,,-114.031732,50.302078
Justin Nelson,False,Libyan Arab Jamahiriya,05872,2014,,-80.351304,-68.892731
Katherine Lopez,True,Spain,45346,2013,,86.218871,40.8732125
Anthony Adams,True,Montserrat,70211,1981,,-3.335904,-58.1855135
Dr. Jonathan Dixon,False,Saint Vincent and the Grenadines,94701,1999,,-3.876714,-39.4230955
Stephanie Williams,False,El Salvador,35403,1987,,121.119622,3.6585085
Joanna Taylor,False,Monaco,88360,2013,,-72.565582,-15.509827
Mr. Nathan Butler DVM,True,Slovakia (Slovak Republic),62501,1976,,25.630332,-88.109591
Olivia Morgan,True,Burundi,97114,1992,,70.656557,-38.5778305
James Jackson,True,Togo,92798,1970,,-4.793737,44.5302245
Susan Ramirez,True,Mauritania,67617,2005,,35.011161,51.632099
Kendra Byrd,False,Congo,12580,1990,,-33.878035,-35.642277
Sydney Pena,False,Samoa,73151,1998,,169.792004,-23.093503
Sharon Rivera,False,Bhutan,10695,1987,,-67.887993,-34.2246315
Angela White,True,Tanzania,48137,1995,,85.667335,71.9508505
Doris Walters,True,Nigeria,04511,2016,,77.673935,9.8656735
Sarah Smith,True,Cuba,73010,2011,,144.256409,82.1448855
Jennifer Weaver,True,Martinique,26719,2020,,-112.926502,-62.0310995
Rachel Johnston,False,United States Virgin Islands,95018,2000,,156.223002,26.897566
Brian Turner,False,Venezuela,33212,2001,,-155.487205,34.119572
Daniel Banks,False,Saint Kitts and Nevis,94707,2014,,110.565458,-68.429400
Deanna Duffy,False,Kyrgyz Republic,82265,2005,,-174.526843,-40.165587
Tricia Mullins,True,Cayman Islands,60045,2015,,-32.129175,-52.2693165
Adrienne Rogers,False,Qatar,47877,2008,,-48.690072,-80.9778465
Andrea Cross,True,Syrian Arab Republic,19610,2000,,168.404716,-10.855853
Christopher Davies,True,Trinidad and Tobago,34662,1972,,-39.427604,59.2257085
Tami Sullivan,True,Benin,08351,1992,,-70.080180,67.774008
Gail Stafford,True,South Georgia and the South Sandwich Islands,86614,1976,,95.348895,-89.5566335
Monique Padilla,True,Cameroon,36213,1982,,157.816761,-87.8133115
Grace Valdez,False,Taiwan,58427,2004,,19.461997,63.056023
Melissa Price,True,Finland,51421,1983,,-157.800045,-74.603254
Cathy May,True,Japan,93754,1989,,28.182579,40.7872865
Chase Clark,True,Hong Kong,47141,2006,,-35.115440,43.165564
Richard Long,True,Haiti,34254,1981,,161.392811,42.239576
Lindsey Hart,True,Brunei Darussalam,48792,2007,,-8.161284,-38.760082
Mark Williams,True,Slovakia (Slovak Republic),84831,1989,,112.940523,57.197580
Robert Stuart,True,Macedonia,28077,1975,,-94.303346,8.3481425
Richard Whitney,False,South Georgia and the South Sandwich Islands,73961,1984,,-153.307266,46.8047635
Shawn Moreno,False,Guinea-Bissau,08334,2018,,-58.547254,71.6974195
Katherine Shepherd,True,China,14430,2020,,-29.782192,5.1510365
Jeffrey Johnson,False,Belize,49004,1993,,166.361022,18.3121655
Abigail Alexander,True,Australia,59759,1977,,22.708502,20.4853075
David Carr,True,Costa Rica,38371,2008,,5.130202,61.250410
Jeremy Lewis,False,Cocos (Keeling) Islands,36387,1996,,72.965192,6.775531
Jessica Reyes,False,Paraguay,30874,1992,,115.174425,-11.206288
Michael Lawrence,True,Saudi Arabia,99868,1977,,-48.728658,-55.8177845
Eric Ramirez,False,Faroe Islands,01967,2005,,101.438993,-1.659701
Jeremy Deleon,False,Bermuda,72896,2014,,-152.328124,-25.7078495
Deborah Maldonado,False,Burkina Faso,13563,1996,,93.491895,52.906574
Terry Lewis,True,Russian Federation,63644,2000,,-175.191897,24.205906
Ronald Le,True,Tajikistan,97569,1998,,139.244513,85.914431
Heather Thomas,True,India,95946,1995,,-62.501211,22.170314
Kathryn Roberts,False,Thailand,33477,1991,,153.764259,28.9810645
Brandi Nguyen,False,Brazil,44058,2018,,104.546855,43.951646
Nancy Sanders,False,Iceland,15755,2001,,-137.323252,-67.182074
Willie Campbell,True,Kenya,52745,1996,,-135.365539,-27.0243935
Mary Hull,False,Dominica,62444,2001,,123.166506,34.487049
Rebecca Baker,True,Cote d'Ivoire,42402,1980,,145.191923,47.399698
Timothy Blankenship,False,Reunion,14485,2015,,-1.745589,-43.877463
Cassandra Colon,False,Uruguay,81601,2012,,87.885768,-67.7313745
Kimberly Morgan,True,Vanuatu,49882,2002,,-123.160442,-89.7841945
Donna Harris,False,France,09783,1979,,-14.127996,1.2388895
Louis Phelps,False,Bhutan,68628,2015,,136.073476,69.5015665
Roger Payne,True,Northern Mariana Islands,32081,1981,,-83.830255,-87.347200
Paula Smith,True,Iceland,45522,1985,,145.153258,6.588707
Gary Johnson,False,Malta,62022,2020,,16.003517,-68.2982645
Keith Green,False,Belarus,01379,1997,,85.881238,80.933877
Samantha Smith,True,Mauritania,19304,1982,,-173.777373,44.636451
Ann Fowler,False,Botswana,42395,2008,,-135.944247,67.9244585
Donna Krueger,False,Kenya,82129,1975,,108.690307,-84.4109555
Nicole Foster,True,El Salvador,46268,1979,,24.885091,54.829668
Brandon Smith,True,Monaco,12601,2011,,-108.964852,74.2633005
Nicholas Mason,True,United Arab Emirates,58682,1987,,-61.422980,40.656760
Patrick Lopez,True,Burkina Faso,18074,1999,,-136.192610,-70.495476
Mark Sims,False,Malta,47317,1976,,82.132071,24.249305
Marcus Thomas Jr.,True,Algeria,25385,2019,,147.517495,-35.9036515
Rebecca Torres,True,Vanuatu,58482,1991,,-113.084977,-13.0016085
Melody Huerta,False,Venezuela,40736,2019,,-7.701956,54.8644005
Tara Mendoza,True,Denmark,70587,1999,,33.376565,-17.4030225
Paul Lewis,False,Palestinian Territory,24169,1985,,-129.618499,-83.931697
Anthony Martinez,False,Papua New Guinea,64538,1975,,-117.933880,-66.5930575
Eric Raymond,False,Afghanistan,02320,2020,,-35.898897,74.0335035
Joseph Vance,True,Netherlands Antilles,36260,2006,,84.738509,2.8697855
Meghan Allen,False,Isle of Man,57738,1987,,-179.302424,87.130821
Christie Serrano,True,Cocos (Keeling) Islands,66565,2015,,41.507178,-0.7906445
Mary Sullivan,False,Congo,19775,1974,,-56.545128,23.4104715
Luke Foster,True,Kyrgyz Republic,67367,2004,,-135.143082,-86.5944475
Annette Davis,False,Sudan,41069,1982,,10.805538,22.002184
Christopher Ortega,False,French Polynesia,82716,1991,,-112.964075,27.6527225
Alyssa Sanchez,False,Guatemala,84557,2008,,-153.635728,-42.2187845
Christine Roman,False,Egypt,47992,2016,,-60.706077,-75.4644735
Mr. Justin Davis Jr.,True,Chad,14618,1996,,-43.661076,59.052125
Elizabeth Jackson,False,Turkmenistan,44760,1970,,-4.515793,61.657798
Keith Harrell,False,Lao People's Democratic Republic,97616,2013,,-149.543083,8.2115665
Michael Hernandez,False,Taiwan,14566,1970,,-23.927533,66.095163
Robert Fisher,True,India,05045,1972,,-33.333275,37.0810435
Tonya Williams,True,Romania,40001,1988,,-86.638569,63.506091
Tammy Wilson,False,Macedonia,34623,1993,,8.409638,83.5220605
Jamie Rivera,True,Brunei Darussalam,19096,2014,,160.859049,34.4579375
Jordan Watson,False,Belarus,74561,2007,,-44.237539,-55.583269
Reginald Cooke,True,Cayman Islands,95724,1978,,93.951202,43.609613
Julie Sanders,False,Cuba,68423,1987,,-107.573235,-50.8231965
Deborah Williams,True,Lithuania,79935,1983,,137.385481,39.836261
Joshua Page,True,Brazil,56423,1980,,-153.742952,52.464515
Lisa Gonzalez,False,Cameroon,05685,1983,,40.163413,76.1768125
Brian Meyer,False,Guinea,02594,1997,,40.245221,20.227325
William Lucas,False,Bangladesh,27865,1997,,55.508671,-52.918513
Rebecca Jackson,False,Cote d'Ivoire,27235,2014,,-50.631616,-56.8224885
Susan Graham,False,Costa Rica,91440,2000,,-21.698044,19.858926
Christopher Moran,True,Wallis and Futuna,72437,1995,,78.766680,27.437520
Lisa Ryan,False,Finland,94439,2013,,28.355027,-49.6333385
Nathan Hoffman,False,Serbia,42721,2015,,-129.133567,38.0570645
Megan Hughes,False,Guyana,78915,2013,,-154.128306,-15.7756135
Larry Hodges,True,Costa Rica,42309,1988,,121.092247,87.451669
Megan Jordan,True,Lao People's Democratic Republic,83748,2009,,128.844579,-51.3952275
Gary Wilson,False,Oman,76330,2017,,37.680579,34.413218
Luis Patterson,True,Myanmar,45304,2004,,-87.105722,-75.4722135
Shelby Simmons,True,Palestinian Territory,59792,1975,,48.650249,61.144976
Amanda Madden,False,Bermuda,78070,2018,,163.381650,4.637577
Roberto Lee,False,Guinea-Bissau,05496,1977,,-142.240598,-49.529097
William Lee,True,Djibouti,23111,1982,,138.319626,29.282788
Charles Larson,True,Sri Lanka,03426,1981,,28.554542,70.5094135
Katherine Ashley,True,Afghanistan,38809,1984,,-121.506453,-79.285335
Meagan Williamson,False,British Virgin Islands,60485,1976,,-13.218306,65.448231
Stacy Flowers,False,Libyan Arab Jamahiriya,11299,2010,,-79.762060,63.1985135
Terry Hutchinson,False,United States Virgin Islands,32986,1981,,-134.188135,-87.9783885
Jacob Willis,True,Marshall Islands,47370,1995,,139.273450,65.4308495
John Jones,False,Guyana,72787,1990,,-69.979700,11.4560565
Kelly Lynn,True,Guatemala,56487,2020,,-86.737245,-83.8656335
Anna Anderson,True,Belgium,23386,2016,,-111.827741,8.544338
Bryan Hunter,False,Pakistan,68205,1997,,141.273357,-60.7562205
Nancy Taylor,True,Gabon,62738,1994,,-10.605166,-88.4253705
Katherine Mendoza,True,Dominican Republic,52917,2013,,-1.718066,75.9277925
Michael Adams,False,Madagascar,68286,1993,,-27.150396,14.618093
Jessica Harrison,True,Isle of Man,06919,1972,,177.599577,7.2989485
Mr. Keith Beltran PhD,True,Bosnia and Herzegovina,65119,1985,,70.101193,45.0469545
Brianna Singleton,True,Marshall Islands,13045,2009,,35.434423,46.074782
Anthony Peterson,True,Burkina Faso,17796,1972,,111.416756,28.800015
Mary Taylor,True,France,12378,2020,,176.280235,62.9694545
Jessica Vega,True,Norway,98856,2000,,-61.305344,-37.8971875
Sarah Fitzpatrick,False,Croatia,53256,2011,,-23.081235,32.5212565
Lori Trujillo DDS,True,Bahrain,86369,2015,,111.764515,-64.404898
Kathy Casey,True,Guam,00618,2020,,14.670257,-74.5635245
Shane Allen,False,Italy,77798,2002,,-135.089348,21.042668
Jennifer Dixon,True,San Marino,37737,1970,,-14.884653,-84.031083
Brett Benjamin,True,Saint Vincent and the Grenadines,08804,1990,,21.851409,-50.799495
Stephen Lindsey,True,Pakistan,42673,1992,,-143.200340,-1.6126095
John Rivers,False,Panama,41437,2021,,25.290412,66.859521
Natasha Johnson,True,Oman,33451,2002,,14.423244,-75.894211
Michael Vasquez,True,Cote d'Ivoire,48910,2011,,42.353253,45.8993645
Rebecca Torres,True,Guinea,67044,2019,,129.275376,25.4400625
Tanya Walter,False,Congo,68086,1998,,-91.601852,14.5982585
Nicholas Jones,False,Papua New Guinea,99723,1990,,-176.367526,-88.428723
Kimberly Lee,True,Jamaica,58767,2011,,158.718228,-76.6567155
Jonathan Garner,False,Somalia,80324,1978,,142.150782,57.0814265
Jennifer Williams,True,Saint Kitts and Nevis,97188,1977,,62.395258,18.3201035
Jesse Douglas,True,India,76791,2017,,32.613727,6.5166025
John Adams,True,Togo,77763,2021,,-160.807239,-43.409458
Brian Johnson,False,Israel,96422,1986,,-75.042482,-73.6662945
Paula Roy,True,Kenya,19594,1990,,27.878014,-28.695571
Samantha Chandler,True,Gabon,15798,1977,,-40.045336,-80.9003045
Jonathan Rodriguez,False,Colombia,59535,1987,,-175.357108,-31.870079
Hannah Terry,True,Mali,89451,1980,,134.735424,-76.3648175
Martha Martinez,False,Niue,49772,2000,,48.441559,20.169148
Erik Kim,True,Grenada,27819,1977,,159.004021,47.8348745
Christopher Martinez,False,Switzerland,19865,2014,,-99.789516,-70.713670
Dominique Mcdonald,True,Equatorial Guinea,40031,1995,,5.065639,-6.699605
Joyce Robinson,True,American Samoa,36461,2011,,-57.554497,80.026470
Logan Graham,False,Netherlands Antilles,84808,1997,,-20.768149,44.176760
Margaret Bentley,False,Oman,45105,1993,,71.320057,79.1754725
Anthony Cantu,False,Azerbaijan,55659,2021,,115.298720,14.616984
John Garcia,False,Cuba,93142,1998,,85.802095,-55.228771
Andrew Rodriguez,True,United Arab Emirates,05491,2014,,105.127898,33.976437
Daryl Brown,True,Svalbard & Jan Mayen Islands,73683,2019,,-148.167192,70.960019
William Ayala,True,Georgia,87564,1999,,-153.383778,6.7659705
David Montoya,False,Poland,19177,1987,,35.779120,-21.9012115
Nathan Richards,False,Saint Lucia,93891,1991,,-151.571311,-65.504620
Erin Brown,True,Austria,83359,2021,,-53.369344,14.959056
Chelsea Howell,False,Namibia,65440,1977,,-134.061830,-78.2600035
Kristy Farmer,False,United States Minor Outlying Islands,13362,1993,,-97.061394,-32.070222
Peter Torres,True,Christmas Island,41887,1972,,103.432918,-49.657319
Michelle Crawford,True,Heard Island and McDonald Islands,11256,2020,,-36.803808,-59.4858045
Patricia Reynolds,True,Saint Lucia,95198,2012,,-153.848955,50.3023595
