Name,Own_House,Country,Zip_Code,Year,Time,Longitude,Latitude
Andrew Rodriguez,True,Paraguay,13118,2021,,97.926972,85.4307685
Randy Brown,True,Holy See (Vatican City State),72828,1999,,-157.887706,89.984492
Ellen Ramos,False,Guyana,70851,2004,,24.192894,-13.646170
Gregory Marsh,False,Senegal,83669,1987,,-62.941074,3.5963415
Mrs. Mary Ward,True,British Indian Ocean Territory (Chagos Archipelago),94364,1983,,-60.242887,-14.7222165
Barbara Ferrell,True,Mexico,70169,1991,,137.744073,38.915268
Alan Martin,False,Comoros,82438,2018,,-67.981991,15.252606
Jessica Smith,False,Wallis and Futuna,41772,1988,,85.986167,70.433918
Mark Thomas,False,Hungary,44772,1973,,111.223970,4.4511225
Robert Williams,False,Tunisia,10806,1972,,-78.277823,-22.5774945
Anthony Everett,True,Somalia,81872,1982,,121.585940,58.9170035
Paul White,True,Guinea,01283,1987,,-15.267006,9.2782235
Hayden Young DVM,True,Dominican Republic,68836,2005,,-49.321618,-35.4855265
Brad Ward,True,Montenegro,07741,1979,,-84.636545,-51.674594
Ms. Kathy Reyes,True,Bermuda,21720,1972,,-30.690510,-88.8871685
Carolyn Guerra,True,Bahamas,77757,1978,,111.575562,9.3248425
Adam Wright,False,Cameroon,96895,1985,,140.919979,12.004643
Jose Norton,True,Portugal,02111,2008,,75.742631,-30.145005
James Moore,True,Benin,27671,2016,,40.528093,-14.4020185
Dana Allen,False,Bulgaria,71834,2016,,-154.218068,86.9608295
Michael Crawford,True,Norfolk Island,52203,2017,,-10.802776,-80.8407925
Harold Cobb,False,New Caledonia,84257,1976,,-79.824238,7.853099
Regina Lopez,True,Ukraine,92218,1978,,129.711633,3.571957
Teresa Williams,False,Antarctica (the territory South of 60 deg S),15229,1986,,-7.348774,-3.573730
Erica Bates,True,Albania,56893,2017,,160.204352,-58.784741
Derrick Stevens,False,Belgium,30576,1977,,98.480068,-74.346237
Brandon Alexander,True,Turks and Caicos Islands,47394,2007,,-87.192564,50.3632075
Robert Hall,False,Cote d'Ivoire,91814,1978,,136.821925,38.193265
Christopher Dean,True,Western Sahara,86068,2001,,101.378434,4.7875805
Cesar Mccoy,True,Iran,94587,1978,,156.785492,48.751657
Aaron Lara,True,Western Sahara,95404,1974,,41.709062,-40.0585775
Alicia Cole,False,Saint Pierre and Miquelon,16716,2003,,-154.149846,32.008509
Alyssa Hernandez,True,Nepal,40529,1971,,158.519038,-47.548322
Joe Mason,False,New Zealand,27951,1997,,-95.077579,-40.626856
Tammy Johnston,True,Anguilla,68187,1981,,57.680232,27.943681
Robert Nolan,True,Cook Islands,85272,1993,,-151.915089,20.282567
Cheryl Washington,False,Australia,19995,1995,,-114.025870,-13.3855675
Diane Reed,False,Greece,78715,1979,,121.454548,-50.8683015
James Parks,False,Kyrgyz Republic,24683,1978,,-144.893988,-35.920610
Mrs. Michelle Harris,True,Turkey,88508,1992,,88.651225,-64.577954
Sarah Walker,False,Germany,96307,1971,,-123.165899,60.693627
Matthew Jenkins,False,Netherlands,81214,2004,,38.615625,7.675109
Shawn Harris,True,Cocos (Keeling) Islands,62347,1973,,-143.676099,44.340027
Robert Gould,True,Switzerland,42840,2015,,-167.343877,68.785080
Cheryl Armstrong,True,United States Virgin Islands,09480,1978,,-1.047117,19.103232
John Wilson,False,Cyprus,51458,1989,,-30.136652,-60.4211465
Ryan Edwards,True,Austria,80956,1976,,-109.736122,-10.002859
Raymond Rogers,False,Cyprus,74730,1993,,-143.697665,30.353056
Christopher Rodriguez,False,Saint Pierre and Miquelon,68658,2010,,-166.609173,-60.002983
Alexander Thompson,True,Tokelau,60919,1999,,83.677494,28.365055
John Williams,False,Gambia,99875,1988,,35.170174,12.024716
Anna Clark,True,Dominican Republic,68933,1975,,176.999731,64.625308
Krystal Larson,False,Jersey,02054,2020,,-78.851382,43.4263995
Christopher George,True,Antigua and Barbuda,71937,1990,,-28.363586,3.620870
Leslie Johnson,False,Burkina Faso,86537,2002,,-119.256639,68.1007465
Heather Fisher,True,Gambia,02957,2009,,104.373115,40.021015
Jennifer Lopez,False,Argentina,84804,1982,,104.893346,-61.2684465
Melissa Crane,False,Nepal,41993,2012,,-38.141190,-2.527093
Claudia Craig,True,Uruguay,87904,2018,,4.220098,-87.542677
David Sanchez,False,Cote d'Ivoire,81007,2001,,-126.664116,81.4830325
Gina Nguyen,False,Swaziland,95399,1995,,42.475473,-73.3002245
Bobby Ali,False,Jersey,76536,1970,,-95.460678,-31.352420
Amy Buck,True,Mongolia,31395,1994,,-30.734237,49.026714
Lynn Andrews,True,San Marino,11925,1973,,129.896752,-33.6277045
Robert Perry,False,Guyana,37196,1981,,97.439427,0.7244285
Jennifer Morris,True,Barbados,27719,1979,,10.982530,-18.7506105
Kimberly Butler,False,Equatorial Guinea,66399,2008,,145.551527,82.9138585
Timothy Bell,True,Saint Helena,84018,1984,,-54.484482,-13.5548475
Kyle Adams,True,Ecuador,70760,2019,,34.927705,-21.303495
Christopher Harris,False,Kenya,01675,1996,,123.730184,52.207850
Peter Williams,False,Sierra Leone,10310,2009,,-111.232911,39.5104025
Robert Guerra,False,Poland,43155,2001,,164.072887,-9.8256425
Travis Walsh,True,Senegal,62167,1971,,121.349686,75.078509
Madison Vaughn,True,French Polynesia,71616,1988,,57.004706,75.759275
Steven Miller,False,Niger,15097,1993,,-149.887656,-79.9538205
Roger Garcia,False,Tokelau,84172,1983,,-144.131472,2.2030435
Edward Knight,False,Guinea-Bissau,35572,2005,,17.388436,-6.2659975
John Ramirez,True,Slovakia (Slovak Republic),38540,1998,,114.285943,-45.137451
Nicole Farmer,True,Jordan,03466,2010,,22.885173,-13.3953315
Robert Walker,True,China,52061,2000,,9.169242,21.807817
Gabriel Perry,True,Afghanistan,19301,2006,,64.348295,-82.3493575
Anthony Guzman,True,Guinea-Bissau,08387,1994,,169.683446,-79.0507535
Rhonda Campbell,True,Lesotho,92635,1970,,1.280810,72.468374
Darrell Leach,True,United Kingdom,42107,2019,,167.064359,-8.6950805
Katrina Washington,False,Mauritania,65735,1995,,-86.314553,48.6930325
Wanda Cisneros,False,Heard Island and McDonald Islands,19393,2004,,165.702018,-65.874602
Michael Mccarthy,True,Niger,16733,1976,,-34.478414,51.621862
Shaun Thomas,False,Panama,39295,1982,,-57.600951,-9.9671875
Chris Gutierrez,False,Suriname,19410,2014,,85.415349,37.366012
Cindy Tyler,False,Algeria,01730,1992,,50.436573,18.4940715
Alexander Moss,True,Macao,55636,2018,,165.203785,-8.9176085
Kyle Cooper,False,Ecuador,54632,2010,,5.643921,70.120095
Stephen Mendez,False,Switzerland,07819,1987,,5.966620,-87.8860355
Norman Ewing,False,Macao,21511,1986,,86.407012,-54.163104
Shannon Levine,True,Liechtenstein,99356,1993,,-102.677439,11.4532495
Matthew Glover,True,Saudi Arabia,86679,1970,,31.288815,39.9391315
Stephanie Smith,False,Grenada,27472,1982,,25.091211,68.9194875
Misty Wood,False,French Southern Territories,02904,2013,,-173.284556,48.9432685
Kimberly Wood,False,Ukraine,59773,1972,,46.393540,-24.1779085
Kevin Scott,False,Cook Islands,72850,1971,,-166.637792,88.763855
Savannah Hoffman,False,Croatia,23337,2009,,-121.029298,29.209276
Shelly Kelly,True,Montserrat,21824,2012,,-10.303315,-89.8319305
Michael Hall,True,Niger,08993,1987,,-76.819113,40.478689
Connie Butler,True,Trinidad and Tobago,74571,2021,,83.707784,32.336496
John Benton,False,Mali,46271,1975,,103.400592,-64.5199685
Rhonda Hebert,False,Saint Martin,13968,1991,,-164.551287,-78.100584
Brenda Newman,False,Estonia,69344,1992,,-147.223865,-0.679081
William Dunn,False,Hong Kong,47294,1993,,-135.139271,-80.8530925
Lindsay Guerra,True,United Arab Emirates,26250,1991,,5.966599,27.196298
Tiffany Woods,True,Turkmenistan,58180,1992,,160.602697,-59.7301425
Ashley Carter,False,Mauritania,55318,2021,,-165.831780,-69.436187
Donald Irwin,False,Somalia,06990,2011,,43.242502,65.6568685
William Nguyen,True,Serbia,53876,1989,,-164.638001,-5.0123235
Sonia Stone,True,Bahrain,20189,2000,,94.433397,74.113991
Pamela Sanchez,True,Northern Mariana Islands,94431,1988,,-7.721754,-51.1059605
David Velazquez,False,Canada,83384,1971,,-99.851963,81.0018865
Alexander Torres,False,Tajikistan,09538,1976,,51.405370,-43.058701
Meagan Moses,False,South Africa,96439,1970,,167.477054,-10.411753
Mrs. Lori Wu MD,True,Mozambique,16572,1970,,-87.632564,53.278705
Mr. Kenneth Hill,True,Lebanon,07533,2015,,-114.894312,-19.8221605
Michael Franco,False,Germany,51867,1973,,-108.413213,-22.539259
Jacqueline Diaz,False,Tunisia,19170,2008,,-131.654765,-54.896890
Joseph Davis,True,Qatar,46910,1980,,44.270051,49.236983
Jacqueline Valenzuela,False,Hungary,65631,2007,,-75.447981,-79.331255
Steven Randolph,False,Philippines,68594,2001,,120.144661,35.8222675
Ricardo Burton,True,United Kingdom,39434,1988,,149.293070,25.6033435
Elizabeth Williams,True,Argentina,08753,2007,,-107.511738,-61.745445
Andrew Robbins,True,Aruba,94796,2011,,56.230943,78.5136945
Taylor Foster,False,Rwanda,07925,1971,,-40.844027,-61.8626415
Christina Cooley,True,Austria,12896,1993,,-19.789098,28.4914785
Christopher Webster,False,Bosnia and Herzegovina,55681,1989,,116.521670,4.171375
Austin Henry,True,Isle of Man,79803,2004,,-87.225771,-78.5139285
Mason Ochoa,False,Haiti,97314,2008,,41.639966,14.7113385
Michael Olson,False,Serbia,38893,1973,,-145.222176,-65.0450565
Ryan Solis,False,Togo,07341,2003,,-40.688217,7.5502025
Tracy Adams,True,Australia,48675,1999,,40.717521,3.6141245
Robin Hansen,False,Turkey,21550,2007,,-64.408740,-47.5103115
Lisa Torres,False,New Zealand,44779,2010,,10.271575,-10.9930825
Jacob Hunt,False,New Zealand,19414,1972,,10.260910,64.1820625
Patricia Thomas,True,British Virgin Islands,84212,1970,,-25.951522,-79.330219
Charles Bailey DVM,False,Falkland Islands (Malvinas),99295,1980,,-6.313492,78.9142285
Daniel Hodges,True,Togo,47757,1985,,13.068562,26.987419
Joseph Randolph,False,Jersey,16197,2000,,-115.866007,74.0213285
Jose Crawford,True,Iceland,41805,2013,,-70.753590,20.9720505
Dylan Ward PhD,False,San Marino,94800,1981,,59.623590,65.2887835
James Kelly,True,Finland,10627,1973,,-31.515183,65.976644
Harry Fleming,True,Korea,31897,1996,,156.530755,-50.1639035
Tina Frost,True,Greece,49952,2004,,-99.615546,-63.722514
Matthew Wong,False,Brazil,48764,2003,,-88.149605,57.386162
Candace Richards,True,Saint Barthelemy,70386,2019,,-93.592816,-41.0798885
Michael Mcdaniel,False,Turkey,99904,2013,,-55.143028,-71.681377
Wendy Small,False,Switzerland,48133,1988,,152.055408,-71.069702
John Murphy,False,Cayman Islands,25965,2016,,48.102419,22.993578
Robert Rodriguez,False,Cayman Islands,21114,1983,,-86.233128,-16.9126445
Garrett Nguyen,False,Gabon,89960,2005,,-158.705670,-39.743246
Shelly Allen,False,Estonia,08107,1980,,78.047267,-34.601034
Michael Garcia,True,Mauritania,79412,1993,,158.429227,-73.3496805
David Hall,False,Montserrat,91404,1990,,-122.794808,86.9660925
Brandon Miller,True,British Indian Ocean Territory (Chagos Archipelago),41104,2014,,-68.585368,76.171100
Angela Wagner,True,Gabon,22616,1977,,-128.409550,32.0727855
Nicole Cook,True,Aruba,72218,1999,,-129.451620,60.028360
Mr. Ryan Anderson PhD,True,Djibouti,74842,1979,,-23.635209,-52.4779935
James Hammond,True,Latvia,17077,1990,,71.270018,15.8346925
Charlotte Macdonald,True,Germany,45464,2015,,42.736721,-35.5476665
Erik Daniels,False,American Samoa,56968,1977,,-9.895764,-75.8078035
Matthew Salazar,False,Bulgaria,88983,1971,,-69.054467,-24.482908
Charles Murray,False,Mozambique,04408,1986,,108.965576,14.319390
Bryan Rivera,False,Northern Mariana Islands,72214,1994,,-20.481781,37.8567755
Ryan Reilly,True,Korea,57654,2005,,-179.615781,79.3999955
Thomas Lewis,True,San Marino,51339,1986,,-87.649603,42.374414
Molly Foster,False,Croatia,39683,1978,,17.975885,47.512749
Emily Bender,False,Seychelles,58887,1995,,38.370714,-88.208326
Anthony Moses,False,Thailand,31285,2007,,6.752100,-22.7374505
Mckenzie Wilcox,True,Denmark,75613,1975,,-174.859058,38.985650
Megan Brown,True,Hungary,51978,2000,,-46.755074,-10.7915755
Rebecca Mccarthy,True,Georgia,57691,2018,,146.166531,2.8457865
Aaron Lawson,False,Lithuania,81466,2019,,72.824961,-70.3347205
Mr. Justin Anderson,False,Ecuador,22285,2020,,49.606232,74.4738355
Vanessa Lynn,False,Equatorial Guinea,03046,1982,,42.538077,-46.4760195
John Smith,True,Palestinian Territory,29032,1975,,-53.211362,-13.0319135
Monica Kelly,True,Kuwait,26277,1980,,-22.664072,-70.365569
Matthew Castillo,True,Lesotho,97219,2013,,-93.506934,-69.416812
Michael Salazar,True,Bolivia,63316,1986,,147.213969,58.4842625
Jessica Smith MD,True,Nigeria,37722,1992,,-64.137131,-82.5640235
Elizabeth Hogan,False,Dominican Republic,69297,2013,,92.303997,29.7821445
Kyle Ramirez,True,Sweden,33123,2009,,-89.710686,14.0536275
Michelle Roberson,False,Egypt,65455,1983,,103.917264,46.254298
Mark Mitchell,True,Heard Island and McDonald Islands,63117,1973,,50.007646,-18.641492
David Williams DDS,False,Bolivia,30032,1974,,95.669571,21.679000
Elizabeth Cooper,True,Tonga,55922,1995,,-146.665789,54.4236285
Courtney Stephenson,True,Myanmar,12585,2004,,-14.816700,-47.984215
Matthew Jones,True,Canada,48209,1986,,94.414000,-5.101626
Yvonne Caldwell,False,Bhutan,74043,2008,,-139.981361,-10.113920
Carolyn Peterson,True,Nigeria,04604,2010,,140.821780,-47.177186
Megan Tucker,False,Dominican Republic,35743,1972,,-67.101707,-35.925979
Margaret Richards,False,Belarus,85072,1972,,77.804572,-68.011354
Kimberly Anderson,True,Malaysia,48841,1970,,-140.565232,60.807482
Jason Anderson,False,Sweden,86095,1982,,143.292427,-80.458933
Craig Williamson,False,Ukraine,61221,2020,,37.129101,4.226568
Maria Valdez,True,Philippines,45134,2005,,-40.511180,71.0340185
Ashley Briggs,False,Qatar,18546,1970,,145.694801,-1.9330815
Anita Howard,False,Israel,02668,1994,,-154.755198,17.862071
Richard Smith,True,Falkland Islands (Malvinas),02807,2020,,140.964992,-87.9606375
Jackson Miller,False,Norfolk Island,25108,1974,,156.224440,-37.1726855
Elizabeth Marquez,True,Qatar,34024,2005,,-123.888650,-28.762520
William Bennett,False,Turkey,41536,2019,,-117.194751,46.7642265
Ashley Case,False,New Caledonia,36307,1993,,-94.547885,-85.077531
Cindy Booth,True,Serbia,31037,2017,,-179.190905,71.544401
Tanya Wilson,False,Timor-Leste,76317,1970,,-9.679493,3.670516
Corey Barker,True,Qatar,57547,1975,,97.996024,44.6932485
Isabel Barton,True,Austria,55515,1975,,159.357026,46.7193255
Michael Stark,False,Eritrea,26382,1987,,11.453371,-20.3636655
Larry Lopez,False,Peru,27928,1993,,69.213034,-30.896007
Shane Snyder,False,Kuwait,80658,1977,,98.466926,-3.179921
Samuel Banks,True,Thailand,51342,2015,,136.517449,4.2688135
Amber Sanchez,False,Greece,14512,2010,,124.939344,-15.6816515
Joseph Humphrey,True,Mayotte,62472,1979,,-38.116714,5.5195495
Joseph Green,False,Guatemala,81159,2009,,-112.223516,30.511197
Andrea Montoya,True,Morocco,40305,2002,,-45.330914,24.798083
Margaret Hernandez,True,Timor-Leste,48854,2017,,75.235906,38.338160
Kendra Bell,False,Serbia,40318,2020,,77.213431,57.4200345
Tristan White,False,Norfolk Island,45588,2005,,-47.030432,49.2851005
Ryan Sexton,True,Uruguay,13427,1989,,-51.359747,78.463607
Mr. Kevin Barnes PhD,True,Comoros,72847,1972,,27.280750,-53.115599
Jamie Higgins,False,Gabon,62268,2010,,-156.045990,44.182774
John Gray,False,Tonga,15581,1970,,25.475122,36.515032
Jennifer Boyd,True,United States Virgin Islands,13995,2004,,61.750636,-33.338149
James Rodriguez,True,Mauritania,19995,2020,,149.309859,-10.7359025
James Walker,False,United States of America,46897,1990,,47.969213,-47.892561
Tonya Carrillo MD,False,Guinea,76963,1988,,5.368142,-59.6379735
Melanie Smith,True,Taiwan,25560,1975,,37.976533,89.961342
Maria Franklin,True,Tunisia,78063,2008,,51.869521,74.7828005
John Miller,False,Nepal,53050,2021,,-11.656548,-37.796179
