Name,Own_House,Country,Zip_Code,Year,Time,Longitude,Latitude
Christopher Chambers,True,Pakistan,40837,2004,,-146.849253,-14.4986495
Sarah Stone,True,Liberia,80155,2020,,-92.513803,-86.180949
Margaret Herrera,False,Antarctica (the territory South of 60 deg S),14611,2005,,-131.392759,5.3317125
Gary Morgan,False,Sao Tome and Principe,29396,1995,,46.711099,-45.540780
Stephen Blankenship,True,Belize,66736,2018,,-28.983816,66.422982
Christopher Pena DVM,False,Madagascar,88234,1971,,129.295081,19.9104235
Joseph Johnson,True,Macao,20139,1974,,-54.063013,12.546319
Lauren Brown,False,Cayman Islands,31400,1977,,149.934932,-54.1899375
Chelsea Leonard,False,Mali,53868,1991,,-166.738734,14.5069165
Michelle Smith,False,Austria,80201,2006,,85.050405,82.008414
Alexander Hoover,False,Denmark,55131,2002,,-55.456295,61.177261
Kaitlyn Shah,True,Benin,61641,1977,,-43.069833,-81.676233
Austin Collins,True,Norway,25986,1981,,-131.917092,35.976137
Heather Richard,True,Tonga,38157,2018,,-119.153867,-68.109559
Leslie Melton,True,Saint Lucia,46836,1971,,46.853158,70.841574
Jacqueline Richardson,False,Cote d'Ivoire,65482,1989,,93.914086,-48.697106
Alexis Rodriguez,False,Jersey,23624,2020,,6.482550,16.2158655
Nicholas Cardenas,True,Cote d'Ivoire,49593,1997,,118.536842,-81.639156
Duane Smith,False,Swaziland,95457,2004,,-19.720266,23.355189
Julia Hicks,False,France,48467,1998,,63.852492,-27.8775895
Jake Ho,False,Brunei Darussalam,97899,1994,,-0.479502,-85.117521
Jacqueline Wiley,False,Montserrat,47773,1992,,-26.099312,83.6190775
Kelly Estrada,True,United Arab Emirates,89622,2012,,-8.386357,57.2684235
Christopher Jackson,True,Croatia,33583,2012,,120.835078,11.5757865
Samantha Golden,False,Slovakia (Slovak Republic),13417,2005,,-149.783037,60.4179425
Jonathan Parsons,True,Liechtenstein,20417,1974,,120.827374,-54.6474735
Rebekah Taylor,False,Western Sahara,26316,1999,,-148.522246,32.4583955
Holly Smith,True,United Kingdom,73857,1990,,-80.932671,17.2768175
Donald Ford,True,Macedonia,60034,1977,,96.724183,-29.1491725
Nicole Wong,False,Gambia,80208,2002,,11.539692,-13.942645
Julia Santana,True,Papua New Guinea,54153,2002,,163.815938,-25.587526
Destiny Kennedy,True,Micronesia,77674,2019,,92.792771,62.7570195
Thomas Ortiz,False,Kenya,22194,2016,,48.042511,-57.9782315
Heather Phillips,False,Niger,80544,1993,,124.148080,49.3937565
Eric Blake,True,Lebanon,18399,1992,,-151.477214,-13.957571
Stephanie Norman,True,Rwanda,67319,1973,,-142.336845,-53.256505
Brittany Swanson,False,Guadeloupe,03471,1973,,-21.062527,83.034545
Scott King,True,Greenland,44052,1978,,-110.365262,63.360649
Maria Burke,True,Greenland,91388,1982,,-92.374374,36.2041635
Jessica Evans,False,Sweden,86116,2008,,-178.411045,-40.9633105
Brent Sutton,False,Sao Tome and Principe,84321,1980,,155.389045,-19.2572645
Stephanie James,False,Pitcairn Islands,27276,1974,,151.435152,-83.922300
Lori Walters,False,India,74269,1988,,-32.401811,60.0004195
Elizabeth Butler,False,Macedonia,60341,1971,,-43.035265,24.062172
Alex Mckinney,True,United States Virgin Islands,75445,1978,,13.661655,-89.3418265
Mary Molina,False,Vanuatu,08662,1990,,158.016561,-56.3922615
Kristi Brooks,True,Georgia,17140,2012,,-127.437979,59.720505
Megan Hood,True,Cayman Islands,39823,2008,,172.873844,80.083365
Richard Juarez,False,Qatar,28967,2015,,120.121832,-82.184451
Cassandra Barnes,True,Bolivia,47887,2002,,101.380468,-68.357669
Michael Dickson,False,Bermuda,61899,2020,,9.137232,60.913945
Jason Olson,False,South Africa,31361,1985,,-139.144814,-15.117329
Andrew Winters,True,Greenland,32779,1975,,128.252342,-19.2632485
Michelle Rodriguez,False,Guam,95477,2017,,67.479723,-77.617016
Paul Barnes,False,Bangladesh,87488,2019,,-88.308655,41.323793
Vanessa Garrett,True,Lao People's Democratic Republic,91359,1982,,-131.828713,33.179788
Michael Torres,True,Bosnia and Herzegovina,62236,1984,,-64.053771,-51.7964685
Lisa Anderson,True,Rwanda,11228,1970,,-45.503647,-86.837330
Gabriela Ellis,False,New Zealand,58457,1970,,-114.146161,-62.5226695
Kristin Frederick,False,Tajikistan,79314,1996,,137.509771,-75.2649395
Linda Myers,True,India,39926,1984,,116.954501,28.736409
Lisa Potter,False,Bhutan,73632,1988,,-112.478566,-5.103827
Jody Powell,False,New Caledonia,59713,1992,,170.597977,-44.140305
Lorraine Walsh,True,Indonesia,78471,1977,,176.242232,-0.5457805
Elizabeth Herrera,True,Ecuador,37684,1991,,-119.991924,80.8071285
Sarah Mills,False,Liberia,36418,2000,,111.650303,17.672857
Robert Rubio,True,Antigua and Barbuda,31628,1993,,-33.692868,52.135252
Bianca Taylor,True,Timor-Leste,24733,1993,,131.424801,15.438180
Andrew Clark,False,Netherlands Antilles,92086,1977,,-160.965470,-38.413227
Andrew Murphy,True,Guinea,29040,1986,,-159.593706,68.339870
Chad Martin,True,Madagascar,21437,1990,,-12.538367,-84.378526
Dana Schultz,True,Samoa,22765,2003,,-6.475560,-55.3364885
Nicole Hendricks,True,Macao,82537,2008,,28.262486,84.260570
David Bishop,False,Albania,55767,1998,,-1.674484,-2.2420255
Dale Miller,False,Saint Vincent and the Grenadines,54430,2013,,-45.671012,77.733930
Jeremy Clark,True,Uruguay,91300,1991,,169.045418,7.885054
Sharon Martinez,True,Maldives,62747,2016,,-116.816297,54.072694
Brandi Williams,False,Albania,87145,2011,,120.914109,2.7894085
Matthew Ramos,False,Saint Pierre and Miquelon,49098,2003,,159.868629,77.2116875
Thomas Smith,False,Bouvet Island (Bouvetoya),50635,1978,,-147.244613,-89.2855155
Dr. Stacey Rosales,True,Comoros,44569,1982,,-129.892324,-8.251803
Lance Mitchell,True,Netherlands,56333,2015,,5.465106,-36.273837
Jose Reid,True,Lithuania,44170,2001,,105.184366,-55.007592
Curtis Jones,True,Pitcairn Islands,63612,1974,,-113.352709,-4.6243935
Kevin Krueger,False,Bolivia,42479,2019,,67.860013,73.947575
Manuel Hines,False,Indonesia,15874,2002,,63.978104,54.990060
James Jones,True,Qatar,22556,1970,,-164.952512,-18.817426
Trevor Watson,True,Cayman Islands,24210,1992,,-110.143428,60.795872
Matthew Jennings,True,Ukraine,15927,1985,,88.297134,-58.4370265
Stephanie Skinner,True,Moldova,48978,1979,,124.437296,-58.909190
Justin Taylor,False,Martinique,54054,1986,,-39.809465,76.986243
Joseph James,True,Oman,83184,2006,,96.954443,28.502941
Erica Pratt,True,Libyan Arab Jamahiriya,14511,2004,,-10.584832,16.513459
Brian Hill,True,Ecuador,05085,1970,,-139.705916,38.581503
Christopher Silva,True,Zimbabwe,93549,1987,,61.999929,-66.0001425
Susan Martin,False,British Indian Ocean Territory (Chagos Archipelago),41400,1992,,-111.103508,-49.8612305
Rodney English,False,Indonesia,51620,1974,,86.135501,-20.479374
Jillian Buchanan,False,Isle of Man,49876,1983,,-161.069261,82.6622355
Diana Ware,False,Lebanon,19573,2007,,-35.399848,68.891790
Paul Thornton,False,Philippines,75320,1998,,-128.233546,72.7131725
Robert Woods,False,China,95092,2015,,-95.579267,-57.7824675
Jaime Rivera,False,Eritrea,59715,1970,,172.092370,15.760804
Wanda Garcia,True,Latvia,51204,2016,,45.126679,75.6707105
Mary Barrett,False,Argentina,10553,1997,,-28.617006,84.437120
Donald Flores,True,British Virgin Islands,63580,1989,,-53.485768,34.206082
Lisa Hickman,True,Antigua and Barbuda,91523,1971,,9.255912,-77.795886
Susan Bradshaw,False,Zambia,67780,2004,,-103.218272,-69.208907
Daniel Reed,False,Northern Mariana Islands,04499,1999,,98.023063,-26.3355365
Scott Owens,False,Azerbaijan,30065,2001,,10.914879,-70.4999405
Michael Norton,True,New Caledonia,90386,1988,,57.866693,69.023062
James Ho,True,Trinidad and Tobago,13626,1996,,37.775739,-39.028868
Andrew Marshall,True,Tonga,83727,1970,,5.084756,68.9865845
Madeline Harris,False,Mali,88477,1982,,52.104122,-47.8246075
Louis Cruz,False,Lithuania,84710,2001,,-106.600215,-28.2412115
Alexa Lane,True,Trinidad and Tobago,74389,2001,,-11.767368,68.4313755
Heidi Burton,True,French Polynesia,65377,1981,,139.337962,77.248192
Mario Thompson,False,Faroe Islands,41684,2021,,97.072899,52.850011
Anthony Smith,True,Mongolia,58918,2010,,-175.617051,-86.1541555
Andrew Moore,False,Madagascar,38872,1998,,-114.335596,-78.6319135
Catherine Richard,True,Latvia,37361,1989,,128.293037,-24.563183
Michael Griffin,False,Northern Mariana Islands,81626,2007,,165.047781,71.7220375
Terrance Johnson,True,Djibouti,44738,2012,,3.311596,-18.370845
David Adams,True,Bahrain,40020,2016,,163.666324,-52.766176
Diane Yang,False,Mauritania,11885,1990,,121.271768,24.9671575
Jessica Webster,True,Bhutan,62130,2003,,-12.581791,-6.5117355
Robert Ryan,False,China,98352,2006,,116.676609,24.6243995
Brandon Pitts,True,Peru,38225,1990,,71.283809,43.1247655
Kathryn Mitchell,True,Vietnam,37527,1977,,-50.422383,-58.418531
Heather Edwards,False,Namibia,51512,1990,,57.369322,35.693527
Rebecca Parker,False,El Salvador,76913,2011,,-176.424880,70.9195525
James Anderson,True,Zambia,57293,1972,,-41.936011,-19.4715435
Katherine Shepard,True,Tonga,70634,1987,,-125.627670,82.5103485
Lisa Greene,False,Guinea-Bissau,20502,2020,,-145.270064,-20.0805875
Andrew Conway,True,Cyprus,46285,1975,,158.693339,79.791391
Johnny Jones,False,Western Sahara,56790,2003,,89.314214,-86.5954175
Alexandra Jimenez,False,Jamaica,35459,1977,,-26.057869,-17.674221
Amanda Gonzalez,False,New Zealand,19903,1989,,-50.938766,-30.891750
Kimberly Patterson,False,Vanuatu,66656,1972,,148.301768,51.146823
Michael Espinoza,False,Bosnia and Herzegovina,24260,2021,,81.668080,-31.854691
Ricky Farrell,False,Solomon Islands,78318,1993,,91.968667,-38.440255
Lindsay Garrison,False,Antigua and Barbuda,37822,1975,,-30.686726,3.509392
April Arellano,True,Norway,85744,2018,,-153.200407,63.9287225
Andre Edwards,True,Lebanon,30147,2004,,171.950160,-12.684087
Adrienne Sutton,False,Holy See (Vatican City State),30127,1996,,-109.309656,5.271222
Mark Thompson,True,Thailand,64604,1986,,17.276955,26.719770
Jonathan Bradley,True,Afghanistan,11761,2015,,150.352602,-30.5860675
Joe Townsend,True,United States of America,15927,1993,,160.165881,2.623930
Larry Jones,False,France,04057,1975,,-173.400146,34.837620
Autumn Nichols MD,True,Djibouti,07921,2020,,114.799671,87.219678
Mark Phillips,True,Antigua and Barbuda,55718,1972,,-152.464415,9.818195
Cody Spence,False,Moldova,78120,1997,,21.658746,82.1025705
Jenna Romero,False,Chile,92171,1980,,-157.281071,28.9793865
William Conley,True,Finland,18643,2012,,-60.266330,-71.056293
Joshua Daniels,True,Palestinian Territory,46656,1988,,3.307531,55.093884
Clifford Pierce,False,Algeria,60537,1971,,155.862280,-43.2987215
David Gomez,False,Equatorial Guinea,33822,1982,,56.699763,68.330028
Katelyn Ramirez,True,Cook Islands,73553,1984,,-136.453480,-28.297577
Vanessa Rodriguez,False,Montserrat,07003,1981,,122.124918,37.8554675
Cory Wade,True,Antigua and Barbuda,33853,1973,,135.182822,-67.349369
Kyle Henderson,False,Saudi Arabia,21645,2011,,165.725897,-6.108251
Brent Turner,False,Guinea-Bissau,53712,1979,,-3.240628,-7.7406185
Mark Williams,True,Belgium,61185,2018,,134.192380,29.820685
Jacqueline Thompson,False,Brazil,19888,1994,,-129.163771,-8.4547765
Stephanie Morris,False,Macedonia,58230,2012,,63.736017,7.954073
Julia Davenport,True,Bulgaria,74982,2009,,-177.033368,75.592521
Victoria Ruiz,False,Comoros,81848,2017,,132.519856,-31.076997
Sean Davis,True,Anguilla,09381,2010,,61.293047,12.8264195
Mark Gilbert,False,Libyan Arab Jamahiriya,52959,2008,,-121.483723,-59.829811
Joshua King,False,Dominican Republic,76749,1977,,-125.996038,-51.6706795
Jessica Rose,False,Senegal,92167,1972,,-37.494483,-50.2058215
Mark Ward,True,Kazakhstan,84960,1998,,177.649589,7.409742
Amber Williams,False,Antigua and Barbuda,13897,1975,,32.028184,85.0398615
Matthew Wu,True,Guernsey,58570,2017,,-162.366826,-16.821474
Mariah Kim,False,Christmas Island,40207,2010,,-140.212502,84.7576935
Rebecca Ruiz,False,Iran,23677,1985,,-132.524204,-53.2522635
Ann Bennett,False,Jordan,67017,1987,,5.774856,54.3800125
Rodney Hahn,False,Dominican Republic,31702,1978,,-22.738296,-26.6476395
Cheryl Morgan,False,Uzbekistan,49147,1981,,-123.761805,21.7962795
Traci Smith,True,Bahamas,45541,1986,,-32.325439,89.1720945
Robert Perry,True,Brazil,96003,1983,,54.091202,-73.594775
Rebecca Ford,False,Dominican Republic,72536,2019,,13.933793,65.6092975
Shannon Cuevas,False,Switzerland,54394,1983,,120.150848,46.1927295
Wesley Garcia,True,Guatemala,50326,2019,,-29.172582,-30.883226
Dominique Lopez,False,Turkmenistan,94202,1983,,119.072107,-89.7144205
Ashley Williams,True,New Caledonia,58829,1976,,7.045674,44.946149
Kristina Robinson,False,Guinea,97455,2009,,-121.486142,88.2729155
Kristina Walker,True,Macao,21762,1991,,66.796020,16.770864
Jeffrey Moore,True,Myanmar,23860,1994,,33.898788,43.8932125
Christopher Cole,True,Serbia,35691,1982,,5.604637,75.236972
Zachary Lewis,True,Bolivia,01899,2015,,24.432809,-14.3727805
Alicia Little,False,Guernsey,59771,2010,,153.088188,72.744178
Brandon Williams,False,Kyrgyz Republic,95760,1989,,-106.435696,-27.4962565
Stacey Warner,True,Guinea-Bissau,64791,1992,,58.734326,-61.387298
Albert Barnett,True,Holy See (Vatican City State),06728,2015,,39.845659,-35.929395
Beth Davenport,False,Uruguay,24379,1995,,43.079689,-87.393099
Heather Ray,False,Grenada,82531,1978,,-98.795056,0.618078
Jessica Johnson,False,Belarus,37831,1970,,119.739478,-21.4968725
Jacob Brady PhD,True,American Samoa,05646,2008,,-75.685503,-66.164803
Brian Nixon,True,Vanuatu,40832,1975,,-83.140168,89.1607975
Mark Tran,True,Congo,73173,1971,,-24.054565,24.3207285
Elizabeth Adams,False,Pakistan,13544,2021,,17.233277,-27.0574165
Tracie Peck,True,Afghanistan,92136,1999,,-56.688685,-28.090258
Sydney Lewis,False,Sweden,93425,2015,,-179.015078,15.4809325
Melissa Hall,True,Algeria,58582,2018,,-90.313447,-55.624311
Janet Nunez,False,Lebanon,09228,2020,,-153.349500,48.110800
William Campbell,False,India,84381,2000,,-10.877454,-80.0782755
Jonathan Pena,False,Vanuatu,14711,1972,,-1.634099,89.853507
Tyler Solis,False,Maldives,58807,1970,,95.395955,-34.973464
Vanessa Peterson,False,Cambodia,66551,1980,,-6.040595,52.800141
Christine Combs,True,Papua New Guinea,11301,1972,,-45.960210,19.7337575
John Meyer,True,Argentina,86965,2017,,124.205737,-42.232290
Victor Grant,True,Luxembourg,84722,1970,,6.064922,-36.124721
Brooke Figueroa,True,Isle of Man,51576,1992,,129.864910,-66.0312215
Charles Edwards,True,Aruba,83442,2010,,175.938747,32.3415665
Kimberly Castillo,True,Belgium,70599,1999,,-73.421446,84.7721855
Brittany Ayers DVM,False,Cuba,22107,1974,,37.643893,28.531384
Ricardo Hopkins,False,Tunisia,92070,1984,,-162.474501,24.000977
Jessica Joyce,True,Uganda,35491,1999,,-79.907465,58.128706
Mr. Alexander Taylor,False,Costa Rica,20247,2021,,64.814688,-25.8998835
Brian Manning,False,Azerbaijan,34138,1980,,87.043860,82.098474
James Smith,True,Hungary,28844,1996,,129.403691,-65.957743
Brian Morris,True,Peru,68111,2000,,68.996023,18.7210165
Deborah Barrett,False,Holy See (Vatican City State),66860,1982,,-103.648221,38.5063515
Charles Hebert,True,Albania,81531,1999,,57.276130,-39.4230965
Michael Farmer,True,Chile,43540,1998,,109.840503,13.636732
Tiffany Horne,False,Oman,86133,2021,,-25.901841,-54.724853
Eric Hernandez,True,Hungary,76178,1975,,-112.262192,-6.438904
Jennifer Nunez,True,Madagascar,73923,2007,,-60.521189,3.1989765
Jeremy Juarez,True,Saint Lucia,89710,2008,,-129.199673,-49.977330
Patricia Stephenson,True,Palau,04905,1991,,7.668910,-57.446007
Timothy Rosales,True,Vietnam,45440,1990,,-132.362272,-55.047374
Penny Garcia,False,San Marino,49022,1987,,106.005237,79.1229035
Dr. Bobby Snyder,True,United Kingdom,24225,1974,,-33.120519,44.9731935
Aaron Perry,True,Micronesia,87110,1977,,58.970831,45.8527465
Sean Wood,True,Holy See (Vatican City State),84159,1993,,-84.210037,-87.1531925
Kelly Clark,False,Cape Verde,29520,1970,,-168.217108,0.029863
James Moore,False,Thailand,02819,1971,,-89.039774,-33.400714
David Phillips,True,Kenya,89310,1994,,116.294378,-6.5196155
Barbara Burgess,True,Falkland Islands (Malvinas),95070,1978,,-59.631955,77.232767
Connie Wood,False,Panama,57924,2001,,2.749020,2.657068
Paula Floyd,False,Angola,29664,1999,,-136.047979,-77.285247
Cory Mitchell,True,New Caledonia,41848,2006,,-125.336951,-10.245521
Lauren Glover,False,Vanuatu,82876,1993,,-106.755131,-0.5795745
Samantha Mejia,False,Romania,20652,2021,,-60.617415,-4.850197
Bobby Caldwell,True,Niue,68489,1972,,-149.644728,77.778116
Mark Valencia,True,Vietnam,79108,1987,,-4.608098,-29.5144335
Margaret Decker,True,Denmark,59453,2019,,17.119373,49.241614
Laura Simmons,True,Morocco,29346,2019,,-40.406335,60.4170055
Diana Pena MD,False,Malaysia,67374,1980,,-162.388758,86.399596
Erik Craig,True,Comoros,11173,1993,,-142.140676,55.3593855
Benjamin Smith,True,Algeria,60977,2004,,55.939905,24.7634065
Elizabeth Smith,True,Costa Rica,67406,2007,,154.666084,30.5866705
Robert Long,True,New Caledonia,90623,2019,,-76.482246,-59.694063
Brett Richards,False,Papua New Guinea,10183,2004,,-47.208700,-81.4223935
Sarah Thompson,False,Lesotho,43841,1989,,111.860477,69.127719
Frank Payne,False,Nicaragua,23705,2017,,118.286372,-81.3386125
Catherine Rubio,True,Armenia,71291,1998,,163.149988,47.491458
Sharon Juarez,False,Marshall Islands,61321,2008,,133.111260,-75.845141
Erin Crawford,False,Cyprus,74269,2013,,-49.854565,37.216137
Joshua Taylor,True,Zimbabwe,54675,2016,,-23.394484,-81.1420275
Jonathan Green,False,Gambia,54194,1994,,73.097400,-81.2392085
Jon Sullivan,True,Vietnam,84475,2001,,115.321922,32.007608
Miss Maria Hernandez,True,Christmas Island,38495,2018,,2.444760,-81.1708165
Dr. Timothy Rose,True,Moldova,18636,2011,,-159.413914,86.7899105
Taylor Guzman,False,Mozambique,33924,2013,,52.099728,19.5104705
William Brooks,True,Saint Martin,17152,1996,,161.273236,60.4321055
Victoria Huffman,True,Guatemala,63719,1976,,-179.120542,-70.3159715
Charles Bowman,True,Ecuador,62601,1981,,-153.127883,15.625089
Christopher Johnson,False,Saint Martin,46168,1975,,-26.974827,-13.5942855
Stephen Cooper,True,Monaco,36698,2016,,24.697784,39.403186
Lisa Williams,False,Cote d'Ivoire,98938,1977,,90.825502,34.890393
Tamara Johnson,True,Micronesia,19099,1985,,23.663029,-8.0378205
Russell Mclean DDS,True,Afghanistan,73027,1981,,-137.547774,53.210101
Cynthia Bennett,True,Afghanistan,51149,1977,,167.066036,-16.9462545
Jennifer Malone,False,Sri Lanka,33009,1989,,-167.979350,52.6214135
Colton Castillo,False,Niger,11107,1992,,-163.773631,-63.4460365
Sarah West,True,British Virgin Islands,13757,2007,,-33.982070,40.668184
Victoria Buck,True,Gibraltar,64877,1995,,86.145347,-35.8893585
James Williams,False,Maldives,99098,1974,,-147.090955,-41.6675065
Nancy Luna,True,Bulgaria,29442,1977,,164.176486,65.3759745
Nicole Smith,False,Romania,71350,1975,,-109.460026,-54.499338
Frank Miller,False,Bolivia,95285,2006,,99.617437,83.9718635
Jessica Scott,False,Nepal,35122,2001,,111.311800,-31.994039
Kelly Jenkins DDS,True,Somalia,79581,1981,,177.433048,30.4243475
Patrick Walker,False,Tuvalu,00533,1971,,-156.433168,8.3341575
